,file,parsed,entities,labels,position_start,position_end
PMC8173221,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8173221\sections\1_body\0_introduction\1_p.xml,"Parastomal hernia, a frequent late complication following colostomy, involves protrusion of the abdominal viscera through a defect in the abdominal wall around the stoma; it has a high incidence rate (30–50%) (
 ",[30–50%],['PERCENT'],[201],[207]
PMC8174658,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8174658\sections\1_body\0_introduction\1_p.xml,"In most types of work, increased effort will lead to improved results. However, in some jobs, the relationship between effort and outcome is almost zero. For instance, the performance of many money managers is mostly a measure of luck (
 ",[almost zero],['CARDINAL'],[141],[152]
PMC8175369,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8175369\sections\1_body\0_introduction\1_p.xml,"With the rapid growth of the world’s population and the increasing consumption of energy, environmental pollution caused by energy consumption has attracted wide attention. China has a population of 1.3 billion, accounting for 18.57% of the world’s population. Also, China is the world’s second largest economy (
 ","[China, 1.3 billion, 18.57%, China, second]","['GPE', 'CARDINAL', 'PERCENT', 'GPE', 'ORDINAL']","[173, 199, 227, 267, 288]","[178, 210, 233, 272, 294]"
PMC8175848,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8175848\sections\1_body\0_introduction\1_p.xml,"Children flatfoot is common in clinics, most of which are flexible. Its etiology and pathological process are unclear (
 ",[],[],[],[]
PMC8175891,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8175891\sections\1_body\0_introduction\1_p.xml,"Sports competition is related to an enormous mental burden. Sportsmen must publicly demonstrate their superiority over other sportsmen. It is a media test of their training level. Since the physical skills of sportsmen are often of a similar level, it is assumed that the decisive factor in winning is their personality. Research on personality in sport is extremely popular because it is useful in diagnosing the psychological image of individual sportsmen. Thanks to this, a psychologist can determine the problems that a given sportsperson must deal with. The personality diagnosis allows for the definition of the image of the good, desired, strong, and weak features of a given sportsperson (
 ",[],[],[],[]
PMC8175897,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8175897\sections\1_body\0_introduction\1_p.xml,"Hypoparathyroidism is a common complication after thyroidectomy. It is reported in the literature that its incidence can reach 1.2–40% (
 ",[1.2–40%],['PERCENT'],[127],[134]
PMC8175966,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8175966\sections\1_body\0_introduction\1_p.xml,"The emergence of TNF (tumor necrosis factor) inhibitors has brought about significant improvements in clinical outcomes for patients with inflammatory bowel disease (IBD) refractory to conventional treatment. Despite the remarkable effectiveness of TNF inhibitors, however, reactivation of latent tuberculosis (TB) is a major safety concern. The risk of TB development among IBD patients treated with TNF inhibitors has been reported to increase 1.6- to 41.7-fold, depending on regional variations in TB burden and baseline risk (
 ","[TB, 1.6-, 41.7-fold, TB]","['ORG', 'CARDINAL', 'QUANTITY', 'ORG']","[354, 446, 454, 501]","[356, 450, 463, 503]"
PMC8176110,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8176110\sections\1_body\0_introduction\1_p.xml,"Temporary or permanent ileostomies are used in a variety of diseases, e.g., in the operative therapy of inflammatory bowel diseases (IBD) such as Crohn's disease (CD) and ulcerative colitis (UC) or in colorectal cancer. In the post-operative course, several complications can occur which are related to an ileostomy. In addition to local complications such as retraction or prolapse of the stoma, dermatitis and erythema, leakage, or obstruction, a high-output stoma (HOS) can develop (
 ","[Crohn, UC, HOS]","['ORG', 'GPE', 'ORG']","[146, 191, 468]","[151, 193, 471]"
PMC8176117,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8176117\sections\1_body\0_introduction\1_p.xml,"Lung cancer remains the leading cause of tumor-related deaths worldwide. Its incidence has increased steadily by 10% annually (
 ","[10%, annually]","['PERCENT', 'DATE']","[113, 117]","[116, 125]"
PMC8176203,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8176203\sections\1_body\0_introduction\1_p.xml,"Kimura's disease is a rare, chronic inflammatory disease of unknown etiology that occurs rarely in the nose and often affects the lymph nodes. Its clinical manifestations vary according to the location and size of the masses, which are mainly painless with progressive growth (
 ",[Kimura],['PERSON'],[0],[6]
PMC8176283,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8176283\sections\1_body\0_introduction\1_p.xml,"The prediction of human height has long been of great interest to the medical research community and as a model for complex trait prediction. During the 20th century, much of the adulthood height prediction has been based on parental information ref. (
 ",[the 20th century],['DATE'],[149],[165]
PMC8177669,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8177669\sections\1_body\0_introduction\1_p.xml,"Patients with COVID-19 pneumonia exhibit a range of abnormal coagulation parameters resulting in increased mortality rate. Alterations of the hemostatic system include increased D-dimer and fibrin degradation products, changes in activated partial thromboplastin time (aPTT), and prothrombin time international normalized ratio (INR).",[INR],['ORG'],[329],[332]
PMC8177695,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8177695\sections\1_body\0_introduction\1_p.xml,"Chondrosarcomas are malignant tumor of mesenchymal origin whose cells produce osteoid-free chondroid matrix and can arise 
 ",[],[],[],[]
PMC8180579,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8180579\sections\1_body\0_introduction\9_p.xml,"A body of research explored the role of mobile applications in mental health (
 ",[],[],[],[]
PMC8183679,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8183679\sections\1_body\0_introduction\1_p.xml,"
 ",[],[],[],[]
PMC8185018,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8185018\sections\1_body\0_introduction\1_p.xml,"Ethics consultation has been advocated as a valuable tool in ethically challenging situations in various healthcare settings in recent years (
 ",[recent years],['DATE'],[128],[140]
PMC8185063,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8185063\sections\1_body\0_introduction\1_p.xml,"Meckel diverticulum (MD) is the most common congenital anomaly of the intestines, with an incidence of 2% of the general population (
 ","[MD, 2%]","['GPE', 'PERCENT']","[21, 103]","[23, 105]"
PMC8185213,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8185213\sections\1_body\0_introduction\1_p.xml,"Although it does require anesthesia, with the associated risks in respiratory-compromised patients, bronchoalveolar lavage (BAL) is a minimally-invasive and well-tolerated procedure that lessen the need to proceed to more invasive interventions, such as surgical lung biopsy. BAL is applied to the clinical evaluation of patients with various pulmonary disorders, especially interstitial lung disorders, and investigation of bronchial and alveolar diseases (
 ",[BAL],['ORG'],[276],[279]
PMC8185277,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8185277\sections\1_body\0_introduction\1_p.xml,"Tuberculosis (TB) remains the leading cause of mortality and morbidity worldwide (
 ",[],[],[],[]
PMC8185331,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8185331\sections\1_body\0_introduction\1_p.xml,"Primary squamous cell carcinoma (SCC) of the colorectum is extremely rare, reportedly comprising 0.25% to 0.85% of all colorectal carcinomas. Colorectal SCC generally presents at an advanced stage and is associated with a poor prognosis (
 ",[0.25% to 0.85%],['PERCENT'],[97],[111]
PMC8192969,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8192969\sections\1_body\0_introduction\1_p.xml,"Ectopic gastrointestinal cysts are rare lesions that mainly occur in the digestive tract, including the esophagus, small intestine, pancreas, gallbladder and Meckel's diverticulum (
 ",[Ectopic],['ORG'],[0],[7]
PMC8193050,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8193050\sections\1_body\0_introduction\1_p.xml,"Prescribing is more than a physical writing activity because it consists of documenting a history and examination of the patient, determining the cause, planning the therapeutic intervention and objectives of the treatment, communicating with the patient, recording the prescription, and monitoring the consequences (
 ",[],[],[],[]
PMC8194346,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8194346\sections\1_body\0_introduction\1_p.xml,"The incidence of kidney cancer is increasing, with renal cell carcinoma (RCC) now accounting for approximately 85% of adult kidney cancers, about 70% of which are clear cell carcinoma (
 ","[approximately 85%, about 70%]","['PERCENT', 'PERCENT']","[97, 140]","[114, 149]"
PMC8200661,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8200661\sections\1_body\0_introduction\1_p.xml,"Radioiodine (I-131) diagnostic whole body scan (WBS) is a very effective test in the treatment strategy of differentiated thyroid cancer (DTC). Single photon emission computed tomography (SPECT) is the most commonly used device to identify the residual thyroid and distant metastases. This is mainly due to the fact that most DTC cells can accumulate iodine through the action of the sodium-iodine symporter (NIS) (
 ","[DTC, DTC, NIS]","['ORG', 'ORG', 'ORG']","[138, 326, 409]","[141, 329, 412]"
