,file,parsed,entities,labels,position_start,position_end,has_terms
PMC7988931,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7988931\sections\1_body\1_methods_design\9_statistical_analysis\1_p.xml,"Statistical analyses will include an intent to treat (ITT) analysis including all participants enrolled and a per protocol analysis using all participants who complete the study without major protocol violations. Descriptive analyses will be performed by cross-tabulating relevant predictors (e.g. demographic variables) and endpoints. Appropriate statistical tests will be carried out, such as Fisher’s exact test for categorical variables and Wilcoxon tests for continuous variables. Univariable regression analyses will also be performed to estimate regression coefficients and their 95% confidence intervals. Data analysis will occur when the study is complete. Interim analyses of safety data will be conducted at the end of FU1 and at the end of FU2. The comprehensive statistical analysis plan will be finalised prior to the final analysis.","[Statistical analyses, intent, treat, analysis, participants, analysis, participants, study, protocol, violations, Descriptive analyses, predictors, demographic variables, endpoints, statistical tests, Fisher’s exact test, categorical variables, Wilcoxon tests, continuous variables, Univariable regression analyses, estimate, regression coefficients, confidence intervals, Data analysis, study, Interim analyses, safety, data, FU1, FU2, comprehensive, statistical analysis, analysis]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[0, 37, 47, 59, 82, 123, 142, 172, 192, 201, 213, 281, 298, 325, 348, 395, 419, 445, 464, 486, 544, 553, 591, 613, 647, 666, 686, 693, 730, 752, 761, 775, 838]","[20, 43, 52, 67, 94, 131, 154, 177, 200, 211, 233, 291, 319, 334, 365, 414, 440, 459, 484, 517, 552, 576, 611, 626, 652, 682, 692, 697, 733, 755, 774, 795, 846]",False
PMC7989018,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7989018\sections\1_body\1_methods_design\19_statistical_consideration\4_analysis_plan\1_p.xml,Only one analysis is planned for the study. The analysis will be performed at the completion of the study assessing all trial endpoints.,"[analysis, study, analysis, completion, study, trial, endpoints]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[9, 37, 48, 82, 100, 120, 126]","[17, 42, 56, 92, 105, 125, 135]",False
PMC7989075,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7989075\sections\1_body\1_methods\3_treatment\3_surgery__both_groups\1_p.xml,"Patients are eligible for a surgical exploration if they have non-metastatic resectable or borderline resectable disease on restaging CT-scan of the chest and abdomen. Surgery is performed 3 to 6 weeks after completion of chemotherapy. Surgery starts with a staging laparoscopy (during the same surgical procedure), followed by the standard surgical exploration and resection depending on the location of the tumor. Postoperative complications are defined according to the Clavien-Dindo classification and definitions of post-pancreatic surgery complications (i.e. pancreatic fistula, delayed gastric emptying, and bleeding) according to the International Study Group of Pancreatic Surgery (ISGPS), recorded until 90 days after surgery [
 ","[Patients, surgical, exploration, non-metastatic resectable, borderline resectable disease, CT-scan, chest, abdomen, Surgery, weeks, completion, chemotherapy, Surgery, starts, staging laparoscopy, surgical procedure, standard, surgical, exploration, resection, location, tumor, Postoperative, complications, Clavien-Dindo classification, definitions, post-pancreatic surgery, complications, pancreatic fistula, delayed gastric, bleeding, International Study Group, Pancreatic Surgery, ISGPS, days, surgery]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[0, 28, 37, 62, 91, 134, 149, 159, 168, 196, 208, 222, 236, 244, 258, 295, 332, 341, 350, 366, 393, 409, 416, 430, 473, 506, 521, 545, 565, 585, 615, 642, 671, 691, 717, 728]","[8, 36, 48, 87, 120, 141, 154, 166, 175, 201, 218, 234, 243, 250, 277, 313, 340, 349, 361, 375, 401, 414, 429, 443, 501, 517, 544, 558, 583, 600, 623, 667, 689, 696, 721, 735]",False
PMC7993897,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7993897\sections\1_body\2_study_endpoints_and_analy\2_secondary_endpoints\2_control_group\1_p.xml,"For statistical analyses, the results will be compared with a well-defined historical cohort of first-line treatment with pembrolizumab in advanced melanoma (KEYNOTE-006) [
 ","[statistical analyses, results, historical, cohort, first-line, treatment, pembrolizumab, advanced melanoma, KEYNOTE-006]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 30, 75, 86, 96, 107, 122, 139, 158]","[24, 37, 85, 92, 106, 116, 135, 156, 169]",False
PMC8019218,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC8019218\sections\1_body\3_results\4_relationship_between_acrc\9_p.xml,"Also, the OS was the same between OX and IRI groups in all aCRCS (Figure 
 ","[OS, OX, IRI, groups, aCRCS, Figure]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[10, 34, 41, 45, 59, 66]","[12, 36, 44, 51, 64, 72]",False
PMC8039043,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC8039043\sections\2_back\2_disclosure\1_p.xml,The authors report no conflicts of interest in this work.,[authors],['ENTITY'],[4],[11],False
PMC8048078,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC8048078\sections\1_body\1_methods_design\2_study_design\7_statistics_and_sample_siz\6_protocol_amendments\1_p.xml,"The trial protocol will be amended only through approval by the principal investigator (current version: 1.0, protocol date July 28, 2020). It will be the responsibility of the principal investigator to disseminate amendments to co-investigators, the research ethics board and trial registries. Authorship of the trial abstract and manuscript will be decided by the principal investigator at the time of submission.","[trial, protocol, approval, principal investigator, version, protocol, responsibility, principal investigator, disseminate, amendments, co-investigators, research, trial, registries, Authorship, trial, abstract, manuscript, principal investigator, time, submission]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 10, 48, 64, 96, 110, 155, 177, 203, 215, 229, 251, 277, 283, 295, 313, 319, 332, 366, 396, 404]","[9, 18, 56, 86, 103, 118, 169, 199, 214, 225, 245, 259, 282, 293, 305, 318, 327, 342, 388, 400, 414]",True
PMC8052020,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC8052020\sections\1_body\4_author_contributions\9_p.xml,"
 ",[],[],[],[],False
PMC8061218,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC8061218\sections\1_body\1_methods_design\6_intervention\5_critical_structures_delin\3_experimental_arm__vc_rt_\1_p.xml,Doses to other organs should be minimized and documented.,"[Doses, organs, minimized, documented]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[0, 15, 32, 46]","[5, 21, 41, 56]",False
PMC8078272,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC8078272\sections\1_body\3_author_contributions\1_p.xml,"
 ",[],[],[],[],False
PMC8078395,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC8078395\sections\1_body\5_author_contributions\9_p.xml,"
 ",[],[],[],[],False
PMC8088944,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC8088944\sections\2_back\1_data_availability_stateme\1_p.xml,The datasets used and/or analyzed during the current study are available from the corresponding author on reasonable request.,"[datasets, analyzed, study, author, reasonable request]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 25, 53, 96, 106]","[12, 33, 58, 102, 124]",False
