,file,parsed,entities,labels,position_start,position_end
PMC8193361,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_frontiers_50\PMC8193361\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the ethics committee of Peking Union Medical Colleague Hospital. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by the ethics committee of Peking Union Medical Colleague Hospital.,"[studies, human, participants, reviewed, Peking Union, patients/participants, written, participate, study, animal study, reviewed, Peking Union]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 22, 28, 46, 95, 140, 177, 205, 225, 236, 253, 302]","[11, 27, 40, 54, 107, 161, 184, 216, 230, 248, 261, 314]"
PMC8200404,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_frontiers_50\PMC8200404\sections\1_body\3_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,"[Ethical review, approval, study, human, participants, local, legislation, institutional requirements, Written informed consent, participation, study, national legislation, institutional requirements]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[0, 19, 53, 62, 68, 104, 110, 126, 154, 183, 223, 252, 281]","[14, 27, 58, 67, 80, 109, 121, 152, 178, 196, 228, 272, 307]"
PMC8204719,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_frontiers_50\PMC8204719\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Institutional review board of the China-Japan friendship hospital. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,"[studies, human, participants, reviewed, Institutional review board, China-Japan friendship hospital, Written informed consent, participation, study, national legislation, institutional requirements]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 22, 28, 46, 71, 105, 138, 167, 207, 236, 265]","[11, 27, 40, 54, 97, 136, 162, 180, 212, 256, 291]"
PMC8206559,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_frontiers_50\PMC8206559\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the ethics committee of Institute of Hematology and Blood Diseases Hospital, Chinese Academy of Medical Sciences. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.","[studies, human, participants, reviewed, Institute, Hematology, Blood Diseases, Hospital, Chinese Academy of Medical Sciences, Written informed consent, participate, study, participants, legal guardian/next, kin]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 22, 28, 46, 95, 108, 123, 138, 148, 185, 213, 233, 259, 273, 296]","[11, 27, 40, 54, 104, 118, 137, 146, 183, 209, 224, 238, 271, 292, 299]"
PMC8206642,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_frontiers_50\PMC8206642\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Animal Ethics Committee of Zhejiang University.,"[animal study, reviewed, Animal Ethics Committee, Zhejiang University]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 21, 46, 73]","[16, 29, 69, 92]"
PMC8209326,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_frontiers_50\PMC8209326\sections\2_back\2_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Institutional Animal Care and Use Committee of the University of Alabama at Birmingham.,"[animal study, reviewed, Institutional Animal Care, University of Alabama, Birmingham]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 21, 50, 101, 126]","[16, 29, 75, 122, 136]"
PMC8209423,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_frontiers_50\PMC8209423\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Institutional Animal Care and Use Committee of the Zhengzhou University.,"[animal study, reviewed, Institutional Animal Care, Zhengzhou University]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 21, 50, 101]","[16, 29, 75, 121]"
PMC8210776,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_frontiers_50\PMC8210776\sections\1_body\6_ethics_statement\1_p.xml,"This study was approved by the human research ethics committee (HREC) of Royal Brisbane and Women’s Hospital (Brisbane Australia), approval number: HREC/2019/QRBW/48780, and the Queensland University of Technology (approval number: 1900000292). All documents were acknowledged by the RBWH research governance (RGO). All participant patients gave their written consent to participate in this study and blood samples were collected from patients before and after brain surgery or needle biopsy. The patients/participants provided their written informed consent to participate in this study.","[study, human, HREC, Royal Brisbane, Women’s Hospital, Brisbane Australia, approval number, HREC/2019/QRBW/48780, Queensland University of Technology, approval number, documents, acknowledged, RBWH, RGO, participant, patients, written, consent, participate, study, blood samples, patients, before, brain surgery, needle biopsy, patients/participants, written, participate, study]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[5, 31, 64, 73, 92, 110, 131, 148, 178, 215, 249, 264, 284, 310, 320, 332, 352, 360, 371, 391, 401, 435, 444, 461, 478, 497, 534, 562, 582]","[10, 36, 68, 87, 108, 128, 146, 168, 213, 230, 258, 276, 288, 313, 331, 340, 359, 367, 382, 396, 414, 443, 450, 474, 491, 518, 541, 573, 587]"
PMC8212021,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_frontiers_50\PMC8212021\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the National Bioethics committee number VSN19-189. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,"[studies, human, participants, reviewed, National Bioethics committee, VSN19, Written informed consent, participation, study, national legislation, institutional requirements]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 22, 28, 46, 75, 111, 122, 151, 191, 220, 249]","[11, 27, 40, 54, 103, 116, 146, 164, 196, 240, 275]"
PMC8212055,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_frontiers_50\PMC8212055\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Hunan Normal University Institutional Animal Care and Ethics Committee.,"[animal study, reviewed, Hunan Normal University Institutional Animal Care, Ethics Committee]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 21, 46, 100]","[16, 29, 95, 116]"
PMC8212062,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_frontiers_50\PMC8212062\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by Laboratory Animals of the National Institutes of Health.,"[animal study, reviewed, Laboratory Animals, National Institutes of Health]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 21, 46, 72]","[16, 29, 64, 101]"
PMC8212968,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_frontiers_50\PMC8212968\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Peking University People's Hospital. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin.,"[studies, human, participants, reviewed, Peking University People's Hospital, Written informed consent, participate, study, participants, legal guardian/next, kin]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 22, 28, 46, 71, 108, 136, 156, 182, 196, 219]","[11, 27, 40, 54, 106, 132, 147, 161, 194, 215, 222]"
