,parsed,has_terms,weight,sentences,entities,labels,position_start,position_end,sentence_has_terms
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8113756\sections\2_back\1_ref-list\27_ref.xml,    Lomax  G. P.    Shepard  K. A.    (   2013 ).    Return of results in translational iPS cell research: considerations for donor informed consent.   Stem Cell Res. Ther.   4 :   6 .    10.1186/scrt154  23336317  ,['informed consent'],1,['Return of results in translational iPS cell research: considerations for donor informed consent.'],[[]],[[]],[[]],[[]],[['informed consent']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8113756\sections\2_back\1_ref-list\28_ref.xml,    Lomax  G. P.    Chandros Hull  S.    Lowenthal  J.    Rao  M.    Isasi  R.    (   2013 ).    The DISCUSS project: induced pluripotent stem cell lines from previously collected research biospecimens and informed consent: points to consider.   Stem Cells Transl. Med.   2  727 –   730 .    10.5966/sctm.2013-0099  23990574  ,['informed consent'],1,['The DISCUSS project: induced pluripotent stem cell lines from previously collected research biospecimens and informed consent: points to consider.'],[[DISCUSS]],[['ORG']],[[4]],[[11]],[['informed consent']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8113756\sections\2_back\1_ref-list\29_ref.xml,    Lowenthal  J.    Lipnick  S.    Rao  M.    Chandros Hull  S.    (   2012 ).    Specimen collection for induced pluripotent stem cell research: harmonizing the approach to informed consent.   Stem Cells Transl. Med.   1  409 –   421 .    10.5966/sctm.2012-0029  23197820  ,['informed consent'],1,['Specimen collection for induced pluripotent stem cell research: harmonizing the approach to informed consent.'],[[]],[[]],[[]],[[]],[['informed consent']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8113756\sections\2_back\1_ref-list\31_ref.xml,    McCaughey  T.    Chen  C. Y.    De Smit  E.    Rees  G.    Fenwick  E.    Kearns  L. S.     (   2016a ).    Participant understanding and recall of informed consent for induced pluripotent stem cell biobanking.   Cell Tissue Bank   17  449 –   456 .    10.1007/s10561-016-9563-8  27299783  ,['informed consent'],1,['Participant understanding and recall of informed consent for induced pluripotent stem cell biobanking.'],[[]],[[]],[[]],[[]],[['informed consent']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8113756\sections\2_back\1_ref-list\32_ref.xml,    McCaughey  T.    Liang  H. H.    Chen  C.    Fenwick  E.    Rees  G.    Wong  R. C. B.     (   2016b ).    An interactive multimedia approach to improving informed consent for induced pluripotent stem cell research.   Cell Stem Cell   18  307 –   308 .    10.1016/j.stem.2016.02.006  26942850  ,['informed consent'],1,['An interactive multimedia approach to improving informed consent for induced pluripotent stem cell research.'],[[]],[[]],[[]],[[]],[['informed consent']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8113756\sections\2_back\1_ref-list\40_ref.xml,"  World Medical Association  (   2020a ).     WMA Declaration of Helsinki – Ethical Principles for Medical Research Involving Human Subjects (2018).   Available online at:    https://www.wma.net/policies-post/wma-declaration-of-helsinki-ethical-principles-for-medical-research-involving-human-subjects/  (accessed June 5, 2020) .  ",['Declaration of Helsinki'],1,['WMA Declaration of Helsinki – Ethical Principles for Medical Research Involving Human Subjects (2018).'],[[WMA Declaration]],[['ORG']],[[0]],[[15]],[['Declaration of Helsinki']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8113756\sections\2_back\1_ref-list\4_ref.xml,    Beskow  L. M.    Friedman  J. Y.    Hardy  N. C.    (   2010 ).    Simplifying informed consent for biorepositories: stakeholder perspectives.   Genet. Med.   12  567 –   572 .    10.1097/gim.0b013e3181ead64d  20697289  ,['informed consent'],1,['Simplifying informed consent for biorepositories: stakeholder perspectives.   Genet.'],[[]],[[]],[[]],[[]],[['informed consent']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8116258\sections\1_body\1_methods\6_immunofluorescent_stainin\1_p.xml,"The animals were treated according to the regulations in the ARVO Statement for the Use of Animals in Ophthalmic and Vision Research, and the study was approved by the Institutional Animal Care and Use Committee (IACUC) of Seoul National University Hospital. The 3-week-old RCS rats were sorted into five groups: group 1 with no injection, group 2 with media-only injection, group 3 with ES-derived RPE cell (10  5  cells/2 μl) injection, group 4 with ES-derived photoreceptor precursor cell (10  5  cells/2 μl) injection, and group 5 with an injection of a 1:1 mixture of ES-derived RPE cells and photoreceptor precursor cells (10  5  cells/2 μl), with five rats per group based on the resource equation method [  21 ]. The RCS rats were anesthetized with an intraperitoneal injection of tiletamine/zolazepam (20-40 mg/kg) and xylazine (5-10 mg/kg). The pupils were dilated with eye drops containing 0.5% tropicamide and 2.5% phenylephrine hydrochloride (HCl), and topical anesthetic eye drops with 0.5% proparacaine HCl were administered. Before implantation, the putative ES-derived RPE cells or photoreceptor precursor cells (cocultured for 7 days) were incubated with DAPI (10 μg/ml) for 30 min, washed several times to remove the DAPI in the media, and then dissociated with incubation for 5 min in 0.05% trypsin/0.1% EDTA at 37 °C. Under visualization with an operating microscope, injection of cells in a 2 μl volume into the dorsal subretinal space was performed via a transscleral approach using a 33-gauge needle attached to a Hamilton syringe. Immediately after injection, the fundus was examined, and any animals with massive subretinal hemorrhage or vitreous hemorrhage were removed from the study. Cyclosporin A (210 mg/l, Cipol-N; Chong Kun Dang, Seoul, South Korea) was administered in the drinking water starting 1 day before transplantation until enucleation was performed. Electroretinograms (ERGs) were measured at 4, 8, 12, and 20 weeks, and the amplitude of the dark-adapted ten ERG b-waves was assessed. The maximum cycle per degree of optokinetic response was also measured. The animals were euthanized (intraperitoneal injection of tiletamine/zolazepam [200 mg/kg] and xylazine [50 mg/kg]) at 1 week and 8 weeks after injection, and the enucleated eyes were rapidly frozen in embedding compound (FSC 22; Leica Microsystems, Richmond, IL). The cryosectioned eyes were used for immunofluorescent staining to evaluate the survival of the injected cells as described in the previous section.",['approved by'],1,"['The animals were treated according to the regulations in the ARVO Statement for the Use of Animals in Ophthalmic and Vision Research, and the study was approved by the Institutional Animal Care and Use Committee (IACUC) of Seoul National University Hospital.']","[[the ARVO Statement, Vision Research, the Institutional Animal Care and Use Committee (IACUC, Seoul National University Hospital]]","[['ORG', 'ORG', 'ORG', 'ORG']]","[[57, 117, 164, 223]]","[[75, 132, 218, 257]]",[['approved by']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8117323\sections\1_body\1_methods\1_ethics_statement\1_p.xml,"All animal protocols used in this study were reviewed and approved by the Animal Care and Use Committee of Chongqing Medical University, and the experimental procedures were performed in accordance with the National Institutes of Health guidelines. All efforts were made to minimize animal suffering.",['approved by'],1,"['All animal protocols used in this study were reviewed and approved by the Animal Care and Use Committee of Chongqing Medical University, and the experimental procedures were performed in accordance with the National Institutes of Health guidelines.']","[[Chongqing Medical University, the National Institutes of Health]]","[['ORG', 'ORG']]","[[107, 203]]","[[135, 236]]",[['approved by']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8117323\sections\2_back\6_notes.xml," Declarations   Ethics approval and consent to participate  All animal protocols used in this study were reviewed and approved by the Animal Care and Use Committee of Chongqing Medical University, and the experimental procedures were performed in accordance with the National Institutes of Health guidelines.    Consent for publication  Not applicable    Competing interests  The authors declare that they have no competing interests.  ","['Ethics approval', 'consent to participate', 'approved by']",3,"['Declarations   Ethics approval and consent to participate', 'All animal protocols used in this study were reviewed and approved by the Animal Care and Use Committee of Chongqing Medical University, and the experimental procedures were performed in accordance with the National Institutes of Health guidelines.']","[[], [Chongqing Medical University, the National Institutes of Health]]","[[], ['ORG', 'ORG']]","[[], [107, 203]]","[[], [135, 236]]","[['Ethics approval', 'consent to participate'], ['approved by']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8117623\sections\2_back\6_notes.xml, Declarations   Ethics approval and consent to participate  Not applicable.    Consent for publication  Not applicable.    Competing interests  The authors declare no conflict of interest.  ,"['Ethics approval', 'consent to participate']",2,['Declarations   Ethics approval and consent to participate  Not applicable.'],[[]],[[]],[[]],[[]],"[['Ethics approval', 'consent to participate']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8119193\sections\1_body\3_methods\3_study_approval_\1_p.xml,All experiments involving animals were performed using protocols approved by the Stanford Administrative Panel on Laboratory Animal Care and Stem Cell Research Oversight committees.,['approved by'],1,['All experiments involving animals were performed using protocols approved by the Stanford Administrative Panel on Laboratory Animal Care and Stem Cell Research Oversight committees.'],[[the Stanford Administrative Panel on Laboratory Animal Care]],[['ORG']],[[77]],[[136]],[['approved by']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8122943\sections\1_body\3_4__materials_and_methods\1_4_1__dpsc_lineages\1_p.xml,"We successfully isolated 10 dental pulp stem cell lineages from donors aged 13 to 18 (  Table 1 ). All donors or their legal representatives were informed about the ongoing study before they signed the informed consent. University Hospital Hradec Kralove’s ethical committee approved the study guidelines and the informed consent content (ref. no. 201812 SO7P). DPSCs cryopreserved for 6 months were indicated by the letter A, and cells cryopreserved for 12 months were indicated by the letter B.","['informed consent', 'approved the study', 'informed consent']",3,"['All donors or their legal representatives were informed about the ongoing study before they signed the informed consent.', 'University Hospital Hradec Kralove’s ethical committee approved the study guidelines and the informed consent content (ref.']","[[], [University Hospital Hradec Kralove’s]]","[[], ['ORG']]","[[], [0]]","[[], [36]]","[['informed consent'], ['approved the study', 'informed consent']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8122943\sections\2_back\4_notes.xml," Institutional Review Board Statement  The study was conducted according to the guidelines of the Declaration of Helsinki, and approved by The Ethical Committee in Hradec Kralove, Czech Republic (ref. no. 201812 S07P). ","['Declaration of Helsinki', 'approved by']",2,"['The study was conducted according to the guidelines of the Declaration of Helsinki, and approved by The Ethical Committee in Hradec Kralove, Czech Republic (ref.']","[[The Ethical Committee, Hradec Kralove, Czech Republic]]","[['ORG', 'GPE', 'GPE']]","[[100, 125, 141]]","[[121, 139, 155]]","[['Declaration of Helsinki', 'approved by']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8122943\sections\2_back\5_notes.xml, Informed Consent Statement  Informed consent was obtained from all subjects involved in the study. ,"['Informed Consent', 'Informed consent']",2,"['Informed Consent Statement', 'Informed consent was obtained from all subjects involved in the study.']","[[], []]","[[], []]","[[], []]","[[], []]","[['Informed Consent'], ['Informed consent']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\24_evs_in_cancer_pathogenesi\7_intra‐tumoral_microniche_\7_p.xml," Methods : We used organoids of different origin. The Medical Research Council of Hungary approved the experiments and informed consent was obtained from patients. EVs were detected by antibody‐coated beads, NTA and TEM. Intra‐tumor heterogeneity was studied by RT‐qPCR and immunostaining.",['informed consent'],1,['The Medical Research Council of Hungary approved the experiments and informed consent was obtained from patients.'],[[The Medical Research Council of Hungary]],[['ORG']],[[0]],[[39]],[['informed consent']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\33_ev_biomarkers\10_integrated_analysis_of_se\14_p.xml," Methods : Informed consent was obtained and approved by the human research ethics committee of the University of Queensland. sEVs were isolated and characterized from plasma of 48 patients with different clinical outcomes (recurrence, deceased and disease‐free). sEV‐associated miRNAs were then sequenced and specific miRNAs were validated using qPCR. Nanostring GeoMX Digital Spatial Profiler (DSP) platform was used to ascertain the TME contexture on formalin‐fixed EOCs for protein markers of various immune and tumour‐related modules. This was integrated with the sequencing results using Ingenuity Pathway Analysis.","['Informed consent', 'approved by', 'ethics committee']",3,['Methods : Informed consent was obtained and approved by the human research ethics committee of the University of Queensland.'],[[the University of Queensland]],[['ORG']],[[95]],[[123]],"[['Informed consent', 'approved by', 'ethics committee']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\36_ev_uptake\8_intratumoral_cellular_het\6_p.xml," Methods : The Ethics Committee of the Medical Research Council of Hungary approved our experiments and informed consent was obtained from patients. We sorted patient‐derived organoid cells, we measured the ratio of proliferating cells, organoid diameter and analyzed gene expression profiles. We detected EVs by antibody‐coated beads and flow cytometry, NTA, Western‐blotting and TEM. The uptake of labelled large EVs was visualized by confocal microscopy and the functional importance of the uptake was assessed by immunocytochemistry.","['Ethics Committee', 'informed consent']",2,['Methods : The Ethics Committee of the Medical Research Council of Hungary approved our experiments and informed consent was obtained from patients.'],"[[The Ethics Committee of, the Medical Research Council]]","[['ORG', 'ORG']]","[[10, 34]]","[[33, 62]]","[['Ethics Committee', 'informed consent']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\46_evs_and_pathogens__from_b\16_pseudomonas_aeruginosa_ex\9_p.xml," Methods : Following IRB approval and informed consent, sputum samples were collected from three persons with CF, homogenized, and centrifuged at 12000g x 10 minutes. EVs were isolated from the supernatants using precipitation and size exclusion chromatography. Pa antibodies were attached to magnetic beads to isolate Pa‐specific EVs. Life extended CF HBE cells (F508del/F508del) were grown to 80% confluency, and equivalent volumes of Pa EVs or PBS (250 μL) were added and incubated for 22 hours before cell harvesting. Cells were immediately lysed with TRIzol and RNA extracted with a DirectZol MiniPrep kit. RNAseq was performed using a Mid‐Output, 75 cycle kit on a NextSeq 500. A Galaxy workflow incorporating HISAT2, Stringtie, Gffcompare, featureCounts, and DESeq2 was used to determine differential gene expression. Ingenuity pathway analysis (IPA) was used to identify differences in canonical pathways.",['informed consent'],1,"['Methods : Following IRB approval and informed consent, sputum samples were collected from three persons with CF, homogenized, and centrifuged at 12000g x 10 minutes.']","[[IRB, CF]]","[['ORG', 'GPE']]","[[20, 109]]","[[23, 111]]",[['informed consent']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\48_quantitative_analysis_of_\17_simple_density‐based_meth\15_p.xml," Methods : EVs were first enriched from plasma of 10 healthy subjects, using density‐based (ultracentrifugation on 20% sucrose cushion; sUC) method. Size, concentration and purity of sUC‐enriched EVs were evaluated with NTA, AF4‐MALS, TEM, ApoA1 and ApoB100 ELISA, qPCR of EV‐miRNA, and later compared to EVs enriched with size exclusion chromatography (SEC). For APS biomarker discovery, size and concentration of sUC‐enriched plasma‐EVs from 14 thrombotic APS patients, 5 aPL negative patients with idiopathic thrombosis (aPL‐ IT) and new 7 healthy subjects (HS) were determined using NTA. All subjects provided informed consent, NMEC approved the study.","['informed consent', 'approved the study']",2,"['All subjects provided informed consent, NMEC approved the study.']",[[NMEC]],[['ORG']],[[40]],[[44]],"[['informed consent', 'approved the study']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\49_single‐particle_analysis\16_imaging_flow_cytometry‐ba\5_p.xml, Methods : Synovial fluid was collected from RA (n = 6) and OA (n = 4) patients after obtaining their written informed consent. EVs were isolated from hyaluronidase‐treated cell free SF by size exclusion chromatography (SEC) using iZON qEVoriginal size exclusion columns. The fractions were pooled in and concentrated by using Amicon ultra4 10KDa cellulose ultrafiltration filter units. The concentration and size determination of enriched EVs was determined by ZetaView(R) nanoparticle tracking analyzer (NTA). The concentration of EV samples were adjusted for staining with fluorescently labelled antibodies CD63 and CD9. The samples were acquired by imaging flow cytometry (iFCM) using Amnis(R) Imagestream(R) MK II imaging flow cytometry and analyzed by IDEAS(R) and FCS Express software. The EVs were also subjected to negative staining for transmission electron microscopy,"['written informed consent', 'informed consent']",2,['Methods : Synovial fluid was collected from RA (n = 6) and OA (n = 4) patients after obtaining their written informed consent.'],"[[RA, OA]]","[['ORG', 'GPE']]","[[44, 59]]","[[46, 61]]","[['written informed consent', 'informed consent']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\50_evs_in_neurodegenerative_\6_plasma_extracellular_vesi\15_p.xml," Methods : EVs were isolated with commercial kit from plasma of n = 30 AD, n = 30 LBD, n = 30 FTD and n = 30 controls (CTRL). Nanoparticle Tracking Analysis (NTA) was performed to evaluate EVs concentration and size distribution. PGRN, BDNF, GDNF and Cystatin C plasma concentrations were measured by Bioplex and ELISA. A classification tree (CT) was applied to detect the best predictors for discriminating CTRL vs patients’ (PTS) group. Patients provided written informed consent. Local ethics committee approval Prot. N. 111/2017.","['written informed consent', 'informed consent', 'ethics committee']",3,"['Patients provided written informed consent.', 'Local ethics committee approval Prot.']","[[], []]","[[], []]","[[], []]","[[], []]","[['written informed consent', 'informed consent'], ['ethics committee']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\50_evs_in_neurodegenerative_\7_evs_size_and_concentratio\13_p.xml," Methods : EVs isolation was performed with a commercial kit from i) human plasma samples: 43 controls, 31 C9orf72 pathological expansion, 9 C9orf72 intermediate expansion, 72 heterozygous GRN null mutation (45 affected and 27 pre‐symptomatics), 3 homozygous GRN null mutation, 4 GRN missense mutation carriers and 10 sporadic FTD; ii) human primary fibroblast conditioned media: 3 controls, 3 C9orf72 pathological expansion, 1 C9orf72 intermediate expansion, 7 GRN null mutation carriers. Size and concentration were measured by Nanoparticle Tracking Analysis (NTA). Patients provided written informed consent. Local ethics committee approval Prot. N.44/2018.","['written informed consent', 'informed consent', 'ethics committee']",3,"['Patients provided written informed consent.', 'Local ethics committee approval Prot.']","[[], []]","[[], []]","[[], []]","[[], []]","[['written informed consent', 'informed consent'], ['ethics committee']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\51_evs_in_regenerative_medic\8_human_cardiac_mesenchymal\10_p.xml," Methods : CMSCs were derived from human heart tissues and maintained under MSC conditions with 10% exosome‐depleted FBS (Gibco A2720801). Ethical approval was obtained from TMU‐JIRB (N201910027). Surface markers were characterised by flow cytometry. Bone marrow‐derived MSCs (BM‐MSCs, Lonza) were used as a control. Extracellular particles were collected by ultracentrifugation (100,000g, 16h, 4˚C) of conditioned culture media and characterised by NTA, TEM and Western Blot (WB). H9C2 rat cardiomyoblasts, as a model for CMs, were maintained in DMEM‐HG, 10% FBS, 5% CO2. To induce ischemic injury, cells were subjected to 48h hypoxia (BD AnaeroPack), 0% FBS. To mimic reperfusion injury, cells were restored to normoxia with fresh culture media ± CMSC‐EVs. CCK‐8 and flow cytometry (Annexin‐V/PI) were used to measure H9C2 viability, apoptosis and necrosis.",['Ethical approval'],1,['Ethical approval was obtained from TMU‐JIRB (N201910027).'],[[]],[[]],[[]],[[]],[['Ethical approval']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\52_engineering_and_loading_e\11_spion_decorated_neutrophi\5_p.xml," Methods : Neutrophils were isolated from peripheral blood by using polymorphprep (Axis‐Shield Po CAS, Norway), and the study was approved by the ethics committee of Jiangsu University (2014280).","['approved by', 'ethics committee']",2,"['Methods : Neutrophils were isolated from peripheral blood by using polymorphprep (Axis‐Shield Po CAS, Norway), and the study was approved by the ethics committee of Jiangsu University (2014280).']","[[Norway, Jiangsu University]]","[['GPE', 'ORG']]","[[102, 165]]","[[108, 183]]","[['approved by', 'ethics committee']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\54_sources_of_evs__sample_co\9_enrichment_of_plasma_in_p\15_p.xml," Methods : The study was aproved by the National Medical Ethics Committee, Republic of Slovenia (No. 0120–146 / 2019/5). PVRP was prepared by two consecutive centrifuge spins (spin 1: to separate plasma from erythrocytes and spin 2: to concentrate platelets and EVs in plasma). In both spins the centrifugal pull was under 1000g. The effect of centrifugation on blood cell vesiculation was studied also by a graded centrifugation pull (up to 100.000g) experiment. Concentration of blood cells and EVs was measured by flow cytometry. Samples were observed by scanning electron microscopy and cryo transmission electron microscopy. Standard blood parameters were assessed in a clinical laboratory. A mathematical model was constructed to describe the distribution of blood cells and EVs in samples during the process.",['Ethics Committee'],1,"['Methods : The study was aproved by the National Medical Ethics Committee, Republic of Slovenia']",[[the National Medical Ethics Committee]],[['ORG']],[[35]],[[72]],[['Ethics Committee']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\56_evs_in_cancer\6_the_effect_of_extracellul\6_p.xml," Methods : We used fibroblasts and CRC patient‐derived organoids, cultured in Matrigel or in collagen I. The Medical Research Council of Hungary approved the experiments and informed consent was obtained from patients. EVs were detected with antibody‐coated beads, NTA and TEM. Drug sensitivity was characterized with the IC50 value.",['informed consent'],1,['The Medical Research Council of Hungary approved the experiments and informed consent was obtained from patients.'],[[The Medical Research Council of Hungary]],[['ORG']],[[0]],[[39]],[['informed consent']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\57_ev_protein_biomarkers\4_evaluation_of_an_exosomal\9_p.xml, Methods : Melanoma patients were recruited at the Basurto and Cruces Hospitals. Disease stages were classified according to the AJCC. The study was conducted in accordance with the Declaration of Helsinki principles and approved by the Euskadi Ethics Committee.,"['Declaration of Helsinki', 'approved by', 'Ethics Committee']",3,['The study was conducted in accordance with the Declaration of Helsinki principles and approved by the Euskadi Ethics Committee.'],[[the Euskadi Ethics Committee]],[['ORG']],[[98]],[[126]],"[['Declaration of Helsinki', 'approved by', 'Ethics Committee']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\58_nucleic_acid_biomarkers\6_mitochondrial_dna_diversi\8_p.xml," Methods : In a prospective biomarker study (approved by designated authorities; informed consent obtained), WB and plasma were collected from 54 rectal cancer patients at the time of diagnosis. Plasma EVs were isolated by size exclusion chromatography, measured by nanoparticle tracking analysis, and treated with DNase and proteinase. DNA was isolated from EVs and WB and mtDNA analyzed by next generation sequencing. Patients that received treatment with curative intent were followed for progression‐free survival (PFS). Estimated 5‐year PFS was calculated from the time of study enrolment to the date of recurrent disease. P‐values less than 0.05 were considered statistically significant.","['approved by', 'informed consent']",2,"['Methods : In a prospective biomarker study (approved by designated authorities; informed consent obtained), WB and plasma were collected from 54 rectal cancer patients at the time of diagnosis.']",[[WB]],[['ORG']],[[108]],[[110]],"[['approved by', 'informed consent']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\58_nucleic_acid_biomarkers\7_the_potential_value_and_m\9_p.xml,All patients gave their written informed consent to participate in this study. And the study was approved by the Medical Ethics Committee of Jiangsu University ((IRB protocol number: 2020161).,"['written informed consent', 'informed consent', 'consent to participate', 'approved by', 'Ethics Committee']",5,"['All patients gave their written informed consent to participate in this study.', 'And the study was approved by the Medical Ethics Committee of Jiangsu University ((IRB protocol number: 2020161).']","[[], [the Medical Ethics Committee of Jiangsu University, IRB]]","[[], ['ORG', 'ORG']]","[[], [30, 83]]","[[], [80, 86]]","[['written informed consent', 'informed consent', 'consent to participate'], ['approved by', 'Ethics Committee']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\58_nucleic_acid_biomarkers\9_identification_of_rcc‐spe\10_p.xml," Methods : Matched RCC tumor tissue, normal kidney tissue, plasma, and urine were collected from 12 patients undergoing radical nephrectomy. Informed consent was obtained from all patients. All procedures were performed in accordance with the Institutional Review Board. Tissue EVs were enriched using our previously validated workflow: a combination of differential centrifugation, filtration, and ultracentrifugation. EVs from plasma and urine were enriched by differential centrifugation, ultrafiltration, and size‐exclusion chromatography. Total RNA was extracted from EVs using the Qiagen miRNeasy micro kit. The NanoString nCounter low RNA input kit was used for RNA amplification, followed by mRNA‐analysis by the Nanostring nCounter PanCancer Progression assay. Expression data of 770 mRNAs were analyzed with the nSolver software.",['Informed consent'],1,['Informed consent was obtained from all patients.'],[[]],[[]],[[]],[[]],[['Informed consent']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\59_mirna_biomarkers\13_novel_serum_exosomal_mirn\6_p.xml," Methods : Exploration of the non‐invasive serum exosomal based miRNAs (sEXO‐miRNAs) biomarkers through NGS in 9 participants (ESLC‐3, BLN‐3 and H‐3) and validated by 143 (ESLC‐46, BLN‐46 and H‐51) recruiters via RT‐PCR in a cohort of Zhongda Hospital affiliated to Southeast University. Furthermore, the sEXO‐miRNAs were combined with clinic‐radiological data to establish the radiogenomics model via logistic regression analysis of 2 groups (ESLC‐46, BLN‐46). The study was approved by the ethics committee of Zhongda Hospital affiliated to Southeast University, Nanjing, China.","['approved by', 'ethics committee']",2,"['The study was approved by the ethics committee of Zhongda Hospital affiliated to Southeast University, Nanjing, China.']","[[Zhongda Hospital, Southeast University, Nanjing, China]]","[['ORG', 'ORG', 'GPE', 'GPE']]","[[50, 81, 103, 112]]","[[66, 101, 110, 117]]","[['approved by', 'ethics committee']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\59_mirna_biomarkers\9_development_of_a_biomarke\8_p.xml," Methods : Sampling was approved by the local ethics committee. Ten patients with CLTI and 10 patients without CLTI were analyzed. All patients were diagnosed as diabetes mellitus and 50% were dependent on hemodialysis (HD) due to end‐stage renal failure. EVs were isolated from patients’ serum before surgery using ultracentrifugation and total RNA including miRNA was isolated from EVs. The expression profile of miRNAs associated with CLTI was analyzed by next generation sequencing (NGS). Results in non‐HD group (44 patients with CLTI and 18 patients without CLTI) were validated by qPCR and ddPCR. In addition, we also analyzed EV associated miRNAs isolated from the cultured medium of human atherosclerotic plaques obtained after femoral endarterectomy.","['approved by', 'ethics committee']",2,['Methods : Sampling was approved by the local ethics committee.'],[[]],[[]],[[]],[[]],"[['approved by', 'ethics committee']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\60_ev_and_ev_cargo_character\10_single_versus_multi‐stres\12_p.xml," Methods : All procedures were approved by the University of Pittsburgh IRB. Following informed consent, 20 subjects (10 men: 25.6±5.8 y, 178.3±7.2 cm, 81.4±7.8 kg, 18.8±4.2 body fat %; 10 women: 27.1±5.9 y, 169.0±7.7 cm, 71.0±8.1 kg, 28.2±7.0 body fat %) completed a 90 min physical exertion protocol daily for 4 days. On days 2 and 3, caloric intake and sleep were reduced by 50%. Creatine kinase (serum), myoglobin (serum), and isolated EVs (plasma) were analyzed from blood drawn before and immediately after exercise on day 1 (D1) and day 3 (D3). EVs were probed for markers associated with exosomes (CD63) and skeletal muscle (SGCA) using imaging flow cytometry. EV features were stratified based on brightfield (60x) area (small: < 0.031; medium: 0.031""0.785; large: >0.785 μm2) and analyzed for the effect of sex, day, and time, on size and fluorescent intensity of EV markers using three‐way ANOVAs.","['approved by', 'informed consent']",2,"['Methods : All procedures were approved by the University of Pittsburgh IRB.', 'Following informed consent, 20 subjects (10 men: 25.6±5.8 y, 178.3±7.2 cm, 81.4±7.8 kg, 18.8±4.2 body fat %; 10 women: 27.1±5.9 y, 169.0±7.7 cm, 71.0±8.1 kg, 28.2±7.0 body fat %) completed a 90 min physical exertion protocol daily for 4 days.']","[[the University of Pittsburgh IRB], []]","[['ORG'], []]","[[42], []]","[[74], []]","[['approved by'], ['informed consent']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8123387\sections\1_body\66_biogenesis_and_subtypes_o\7_the_effect_of_wnt_activit\6_p.xml," Methods : We cultured PDAC patient‐derived organoids in Matrigel as 3D matrix. The Medical Research Council of Hungary approved the experiments with human samples and informed consent was obtained from patients. We detected gene expression changes with RT‐qPCR, whole‐mount immunostaining and flow cytometry. EVs were detected with Nanoparticle Tracking Analysis (NTA).",['informed consent'],1,['The Medical Research Council of Hungary approved the experiments with human samples and informed consent was obtained from patients.'],[[The Medical Research Council of Hungary]],[['ORG']],[[0]],[[39]],[['informed consent']]
