,parsed,has_terms,weight,sentences,entities,labels,position_start,position_end,sentence_has_terms
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8181319\sections\1_body\1_materials_and_methods\2_human_tissue_collection\2_p.xml,"The Ethics Committee of the Medical Faculty of Tarbiat Modares University (Tehran, Iran, no.1394.137) approved this experimental study and written informed consent was received from all patients.",['Ethics Committee of'],1,"['The Ethics Committee of the Medical Faculty of Tarbiat Modares University (Tehran, Iran, no.1394.137) approved this experimental study and written informed consent was received from all patients.']","[[The Ethics Committee of, the Medical Faculty of Tarbiat Modares University, Tehran, Iran]]","[['ORG', 'ORG', 'GPE', 'GPE']]","[[0, 24, 75, 83]]","[[23, 73, 81, 87]]",[['Ethics Committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8188658\sections\1_body\1_materials_and_methods\1_animals\1_p.xml,"Male BALB/c mice (3–6 days old) were purchased from the Faculty of Pharmacy, Tehran University of Medical Sciences. All in vivo studies were performed according to standard operational procedures and regulations provided by the Ethics Committee of Tehran University of Medical Sciences (IR.TUMS.MEDICINE.REC.1396.3940).",['Ethics Committee of'],1,['All in vivo studies were performed according to standard operational procedures and regulations provided by the Ethics Committee of Tehran University of Medical Sciences (IR.TUMS.MEDICINE.REC.1396.3940).'],[[the Ethics Committee of Tehran University of Medical Sciences]],[['ORG']],[[108]],[[169]],[['Ethics Committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8190060\sections\1_body\1_material_and_methods\3_experimental_analysis\1_cell_culture\1_p.xml,"All the experiments were approved by the ethics committee of the Pasteur Institute of Iran, and all methods were performed in accordance with the relevant guidelines and regulations. The study was carried out in compliance with the ARRIVE guidelines. In this study, HUVEC, L929, and SW1353 cell lines also isolated Adipose-derived stem cells (ADSCs) and chondrocytes from 6-month-old male New Zealand white rabbits were used. Stem cells and chondrocytes were isolated from sacrificed animals in other studies according to the protocols established at the National Cell Bank of Iran   2 ,   20  . In short, anesthesia was induced by injecting ketamine (35 mg/kg) and xylazine (8 mg/kg) intramuscularly. Then to harvest samples, barbiturate (100 mg/kg) was injected intraperitoneally. Harvested samples of Hyaline cartilage were washed multiple times with cell culture medium, sliced, and added to the trypsin–EDTA solution (0.25%, Sigma, USA) and placed in the incubator (37 °C). After 30 min, the samples were digested overnight in collagenase type II solution (0.08 mg/ml, Sigma, USA) in the incubator (37 °C and 5% CO2). The chondrocytes have the spherical morphology of mature cells a short time after isolation, but they de-differentiate and gain a spindle-shaped morphology after cultivation in a cell culture plate and more extended incubation (~ 14 days); so we used freshly isolated chondrocytes in this study   2  .",['ethics committee of'],1,"['All the experiments were approved by the ethics committee of the Pasteur Institute of Iran, and all methods were performed in accordance with the relevant guidelines and regulations.']","[[the Pasteur Institute, Iran]]","[['ORG', 'GPE']]","[[61, 86]]","[[82, 90]]",[['ethics committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8193032\sections\1_body\1_materials_and_methods\7_the_specificity_identific\1_p.xml,"We chose 20 female nude BALB/c mice (6–8 weeks) to establish an animal model after we acquired the approval of Ethics Committee of Shandong Cancer Hospital and Institute. The   ad libitum -fed mice were kept in specific pathogen-free (SPF) environment of 20-Pa pressure difference, 45% humidity, 22°C temperature, and a 14/10-h light/dark cycle. Firstly, we centrifuged MDA-MB-231 stem cells, adjusted the concentration of BCSCs to 1 × 10  5 /ml, and then implanted them subcutaneously in the armpit of the right lower limb or the right breast pad or intravenously into the tail vein of nude BALB/c mice. Secondly, we measured the tumor size and randomly divided nude mice into two equal groups, named group M58 and group M0. Lastly, we injected the polypeptide into the vein of nude mice and dissected them to observe the polypeptide distribution in liver tissue with the control tissue (of the liver). All animal experiments were performed in accordance with guidelines for proper conduct of animal experiments.",['Ethics Committee of'],1,['We chose 20 female nude BALB/c mice (6–8 weeks) to establish an animal model after we acquired the approval of Ethics Committee of Shandong Cancer Hospital and Institute.'],"[[BALB, Ethics Committee of Shandong Cancer Hospital]]","[['ORG', 'ORG']]","[[24, 111]]","[[28, 155]]",[['Ethics Committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8193032\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by The Ethics Committee of Shandong Cancer Hospital and Institute.,['Ethics Committee of'],1,['The animal study was reviewed and approved by The Ethics Committee of Shandong Cancer Hospital and Institute.'],[[The Ethics Committee of Shandong Cancer Hospital and Institute]],[['ORG']],[[46]],[[108]],[['Ethics Committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8199917\sections\1_body\1_materials___methods\1_cell_culture\1_p.xml,"Stem cells were isolated from a human exfoliated supernumerary deciduous tooth (35 region) of a 11 years-old girl. The tooth presented partial root resorption and no caries nor periodontal disease. The cells were nominated PDH1 lineage and were used in this study. These cells were donated by the Basic Research Laboratory of the School of Dentistry, University of São Paulo, São Paulo, Brazil. This study was approved by the Human Research Ethics Committee of the School of Dentistry, University of São Paulo, São Paulo, Brazil under Protocol #106/11CAAE 03511012.5.0000.075. Aliquots of cells between passages 8 and 12 kept stored in liquid nitrogen were thawed and diluted in Dulbecco’s Modified Eagle’s Medium (DMEM) supplemented with 10% fetal bovine serum (Gibco  TM , Waltham, MA, USA), penicillin (10 U/ml), streptomycin (10 µg/ml) and fungizone (1%). The cells were maintained in an incubator at 37 °C in humid atmosphere containing 5% CO  2 . Cell growth was monitored daily under a phase contrast microscope, and the culture medium was changed every 2 days.",['Ethics Committee of'],1,"['This study was approved by the Human Research Ethics Committee of the School of Dentistry, University of São Paulo, São Paulo, Brazil under Protocol #106/11CAAE']","[[the Human Research Ethics Committee, the School of Dentistry, University of São Paulo, Brazil]]","[['ORG', 'ORG', 'ORG', 'GPE']]","[[27, 66, 91, 127]]","[[62, 89, 114, 133]]",[['Ethics Committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8199917\sections\2_back\1_additional_information_an\3_fn-group.xml," Human Ethics   The following information was supplied relating to ethical approvals (i.e., approving body and any reference numbers):  The Human Research Ethics Committee of the School of Dentistry of the University of São Paulo granted approval to carry out the study within these cells under Protocol #106/11CAAE 03511012.5.0000.075.  ",['Ethics Committee of'],1,['The Human Research Ethics Committee of the School of Dentistry of the University of São Paulo granted approval to carry out the study within these cells under Protocol #106/11CAAE 03511012.5.0000.075.'],"[[The Human Research Ethics Committee, the School of Dentistry, the University of São Paulo]]","[['ORG', 'ORG', 'ORG']]","[[0, 39, 66]]","[[35, 62, 93]]",[['Ethics Committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8199968\sections\2_back\3_notes.xml," Institutional Review Board Statement  The study was conducted according to the guidelines of the Declaration of Helsinki and approved by the Ethics Committee of the Hospital for Sick Children Animal Care Committee (protocol #22918, 01 May, 2016) and conducted in accordance with the Animals for Research Act of Ontario and the Guidelines of the Canadian Council on Animal Care. ",['Ethics Committee of'],1,"['The study was conducted according to the guidelines of the Declaration of Helsinki and approved by the Ethics Committee of the Hospital for Sick Children Animal Care Committee (protocol #22918, 01 May, 2016) and conducted in accordance with the Animals for Research Act of Ontario and the Guidelines of the Canadian Council on Animal Care.']","[[the Ethics Committee of the Hospital for Sick Children Animal Care Committee, the Animals for Research Act, the Canadian Council on Animal Care]]","[['ORG', 'ORG', 'ORG']]","[[99, 241, 303]]","[[175, 269, 338]]",[['Ethics Committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8201866\sections\2_back\5_notes.xml," Declarations   Ethical approval and consent to participate  The study was approved by the Ethics Committee of the First Affiliated Hospital, College of Medicine, Zhejiang University (2020IIT 748th). Informed written consent was obtained from the patient for the studies conducted and for publication of any potentially identifiable images or data included in this article.    Consent for publication  All authors of the manuscript have read and agreed to its content for publication.    Competing interests  The authors declare no competing financial interests.  ",['Ethics Committee of'],1,"['The study was approved by the Ethics Committee of the First Affiliated Hospital, College of Medicine, Zhejiang University (2020IIT 748th).']","[[the Ethics Committee, the First Affiliated Hospital, College of Medicine, Zhejiang University]]","[['ORG', 'ORG']]","[[26, 50]]","[[46, 121]]",[['Ethics Committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8212968\sections\1_body\1_materials_and_methods\1_study_design\1_p.xml,"This prospective, single-arm clinical trial was performed at the Peking University Institute of Hematology, China. This study was approved by the ethics committee of Peking University People's Hospital. All patients provided written informed consent before enrollment. The study was registered as a clinical trial (  ClinicalTrials.Gov : NCT03717545). The inclusion criteria were as follows: (1) diagnosis of acute leukemia, myelodysplastic syndromes, or lymphoma; (2) graft failure after the first allogeneic stem cell transplantation; and (3) signed informed consent to the current study. Patients will be excluded if with any of the following criteria: (1)uncontrolled active infection; (2)unctrolled active GVHD; (3)significance organ dysfunction: serum total bilirubin≥2ULN or serum creatine ≥1.5 upper limit of normal (ULN), or ejection fraction <50%, or symptomatic heart failure; (4)poor performance (ECOG >2); (5)expected life <28 days; (6) patient can not cooperate the treatment; (7)the physician evaluated as not suitable. From March 1, 2018 to April 30, 2020, a total of 13 patients were enrolled in this study. The last follow-up date was July 31, 2020.",['ethics committee of'],1,"[""This study was approved by the ethics committee of Peking University People's Hospital.""]",[[Peking University People's Hospital]],[['ORG']],[[51]],[[86]],[['ethics committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8214253\sections\1_body\1_methods\1_animal_model_and_deafenin\1_p.xml,Animal work was approved by the Institutional Animal Care and Use Committee of the University of Colorado Anschutz Medical Campus.,"['Institutional Animal Care and Use Committee of', 'Animal Care and Use Committee of']",2,['Animal work was approved by the Institutional Animal Care and Use Committee of the University of Colorado Anschutz Medical Campus.'],[[the Institutional Animal Care and Use Committee of the University of Colorado Anschutz Medical Campus]],[['ORG']],[[28]],[[129]],"[['Institutional Animal Care and Use Committee of', 'Animal Care and Use Committee of']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8220795\sections\1_body\1_materials_and_methods\9_mouse_liver_fibrosis_mode\1_p.xml,"All the animal experiments were performed in accordance with the guidelines and regulations from the Institutional Animal Care and Use Committee of   Nanjing University . Animal care was provided in compliance with the National Institutes of Health guide for the care and use of Laboratory animals (NIH publications No. 8023, revised 1978). Mouse liver fibrosis was induced by CCl  4 . CCl  4  was dissolved in corn oil (V/V, 25%), which was injected into the peritoneum of 10-week mice with a dose of 1 g/kg CC1  4 . The CCl  4  administration was performed twice a week and lasted for 8 weeks. Mice in normal group were injected same volume of corn oil into peritoneum. Fifty mice were randomly assigned into five groups, which included normal group, control group (only CC1  4 ), UC5 group (CC1  4  with UC5 MSC liver orthotopic injection), UC11 group (CC1  4  with UC11 MSC liver orthotopic injection), and UC12 group (CC1  4  with UC12 MSC liver orthotopic injection). The abdominal cavity was opened to confirm the success of liver fibrosis and the mice were used for subsequent experimental operations. HUCMSCs were re-suspended into PBS (2 × 10  6 /mL) and were administrated by liver orthotopic injection via OFM as follows: Mice are anesthetized, fixed on their backs, and shaved. The abdominal cavity of the mice is cut to expose the liver after epidermal disinfection. The OFM guide cannula is implanted in the left lobe of the liver, and the OFM probe is inserted into the guide cannula. Then, the guide cannula is removed and the porous section of the OFM probe is left in the liver. The OFM probe is connected to a microdialysis pump and a syringe. Fifty microliters cell suspension is injected into the liver with a flow rate of 2 μL/min. After the injection, the mouse abdominal muscle layer and skin layer are sutured separately. Three weeks later, mice are anesthetized and the abdominal cavity is open to observe efficacy.","['Institutional Animal Care and Use Committee of', 'Animal Care and Use Committee of']",2,['All the animal experiments were performed in accordance with the guidelines and regulations from the Institutional Animal Care and Use Committee of   Nanjing University .'],"[[the Institutional Animal Care and Use Committee, Nanjing University]]","[['ORG', 'ORG']]","[[97, 150]]","[[144, 168]]","[['Institutional Animal Care and Use Committee of', 'Animal Care and Use Committee of']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8223510\sections\1_body\1_materials_and_methods\1_cell_culture_and_identifi\1_p.xml,"The study was approved by the ethics committee of the Second Hospital of Jilin University (approval number: 2021-061; Jilin, China). All participants gave informed consents before the study. The human hematopoietic stem cells were isolated from peripheral blood (80 ml) of healthy adult donors (  n  = 12). The peripheral blood was diluted with PBS in a ratio of 1:3. Subsequently, 20 ml of the peripheral blood was added into the Lymphocyte Separation Medium (Ficoll-Pague T Plus, 10 ml) and centrifuged at 400 g for 30 min. A pasteur pipette was used to transfer the middle layer of mononuclear cells into a centrifuge tube. Peripheral blood mononuclear cells were washed with 40 ml of PBS and mechanically dissociated into single cell suspension. Next, Magic™ Fc Receptor Blocker (Abace Biotechnology) and 100 μL of magnetic beads of CD34  +  was added into the cell suspension and incubated for 30 min at 4°C. Finally, CD34  +  cells were collected using MS Columns and MiniMACS™ Separator. The early EPCs were differentiated from CD34  +  human hematopoietic stem cells. The CD34  +  cells at the density of 1 × 10  6  cells/cm  2  were seeded on fibronectin-coated dish and cultured at 37°C in 5% CO  2 . The FACSCalibur™ flow cytometer (Becton, Dickinson and Company, Singapore) was used to detect the labeled EPCs in the peripheral blood and a CellQuest™ software (BD Biosciences) was used for quantification. Common endothelial cell lines used for the scientific research include human umbilical vein endothelial cells (HUVECs), bovine aortic endothelial cells and microvascular endothelial cells. HUVECs have the advantage of human origin, compared with the bovine aortic endothelial cells, and are relatively easier to be cultured, compared with the microvascular endothelial cells. HUVECs were purchased from American Type Culture Collection and incubated with Dulbecco’s modified Eagle’s medium (DMEM; Thermo Fisher, Shanghai, China) containing 10% FBS at 37°C in 5% CO  2 . EPCs received three different treatments: 1) PBS, 2) 10 μg/ml of LPC, 3) 10 μg/ml of phosphatidylcholine (PC, the negative control).",['ethics committee of'],1,"['The study was approved by the ethics committee of the Second Hospital of Jilin University (approval number: 2021-061; Jilin, China).']","[[the Second Hospital of Jilin University, Jilin, China]]","[['ORG', 'GPE', 'GPE']]","[[50, 118, 125]]","[[89, 123, 130]]",[['ethics committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8223510\sections\2_back\1_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the ethics committee of the Second Hospital of Jilin University (Jilin, China). The patients/participants provided their written informed consents to participate in this study.",['ethics committee of'],1,"['The studies involving human participants were reviewed and approved by the ethics committee of the Second Hospital of Jilin University (Jilin, China).']","[[the Second Hospital of Jilin University, Jilin, China]]","[['ORG', 'GPE', 'GPE']]","[[95, 136, 143]]","[[134, 141, 148]]",[['ethics committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8224125\sections\0_front\1_article-meta\21_abstract.xml," One reason for the poor therapeutic effects of stem cell transplantation in traumatic brain injury is that exogenous neural stem cells cannot effectively migrate to the local injury site, resulting in poor adhesion and proliferation of neural stem cells at the injured area. To enhance the targeted delivery of exogenous stem cells to the injury site, cell therapy combined with neural tissue engineering technology is expected to become a new strategy for treating traumatic brain injury. Collagen/heparan sulfate porous scaffolds, prepared using a freeze-drying method, have stable physical and chemical properties. These scaffolds also have good cell biocompatibility because of their high porosity, which is suitable for the proliferation and migration of neural stem cells. In the present study, collagen/heparan sulfate porous scaffolds loaded with neural stem cells were used to treat a rat model of traumatic brain injury, which was established using the controlled cortical impact method. At 2 months after the implantation of collagen/heparan sulfate porous scaffolds loaded with neural stem cells, there was significantly improved regeneration of neurons, nerve fibers, synapses, and myelin sheaths in the injured brain tissue. Furthermore, brain edema and cell apoptosis were significantly reduced, and rat motor and cognitive functions were markedly recovered. These findings suggest that the novel collagen/heparan sulfate porous scaffold loaded with neural stem cells can improve neurological function in a rat model of traumatic brain injury. This study was approved by the Institutional Ethics Committee of Characteristic Medical Center of Chinese People’s Armed Police Force, China (approval No. 2017-0007.2) on February 10, 2019. ",['Ethics Committee of'],1,"['This study was approved by the Institutional Ethics Committee of Characteristic Medical Center of Chinese People’s Armed Police Force, China (approval No. 2017-0007.2) on February 10, 2019.']","[[the Institutional Ethics Committee of Characteristic Medical Center of Chinese People’s Armed Police Force, China]]","[['ORG', 'GPE']]","[[27, 135]]","[[133, 140]]",[['Ethics Committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8224125\sections\1_body\2_materials_and_methods\1_animals\1_p.xml,"To obtain the NSCs, two specific-pathogen-free Sprague-Dawley rats at 15 days of gestation were provided by the Academy of Military Medical Sciences, China [License No. SCXK (Jun) 2019-0006]. Furthermore, 48 male Sprague-Dawley rats (aged 12 weeks, weighing 200 ± 10 g) were included in the   in vivo  study. These animals were provided by the Academy of Military Medical Sciences, China [License No. SCXK (Jun) 2019-0010] and were kept in specific-pathogen-free conditions at the Animal Center of Tianjin Key Laboratory of Neurotrauma Repair. All animal research protocols and welfare were carried out in accordance with the Guide for the Care and Use of Animals of the Institutional Ethics Committee of Characteristic Medical Center of Chinese People’s Armed Police Force, China (approval No. 2017-0007.2, approved on February 10, 2019). All experiments were designed and reported according to the ARRIVE (Animal Research: Reporting of   In Vivo  Experiments) guidelines.",['Ethics Committee of'],1,"['All animal research protocols and welfare were carried out in accordance with the Guide for the Care and Use of Animals of the Institutional Ethics Committee of Characteristic Medical Center of Chinese People’s Armed Police Force, China (approval No. 2017-0007.2, approved on February 10, 2019).']","[[the Guide for the Care and Use of Animals of the Institutional Ethics Committee of Characteristic Medical Center of Chinese People’s Armed Police Force, China]]","[['ORG', 'GPE']]","[[78, 231]]","[[229, 236]]",[['Ethics Committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8224125\sections\2_back\0_fn-group.xml,"   P-Reviewer: Janatpour ZC; C-Editor: Zhao M; S-Editors: Yu J, Li CH; L-Editors: Gardner B, Song LP; T-Editor: Jia Y      Conflicts of interest:  The authors declare no conflict of interest .       Financial support:  This work was supported by the National Natural Science Foundation of China, Nos. 11672332, 11932013 (both to XYC); the National Key Research and Development Plan of China, No. 2016YFC1101500 (to HTS); the Key Science and Technology Support Foundation of Tianjin of China, No. 17YFZCSY00620 (to HTS). The funding sources had no role in study conception and design, data analysis or interpretation, paper writing or deciding to submit this paper for publication .       Institutional review board statement:  This study was approved by the Institutional Ethics Committee of Characteristic Medical Center of Chinese People’s Armed Police Force, China (approval No. 2017-0007.2) on February 10, 2019 .       Copyright license agreement:  The Copyright License Agreement has been signed by all authors before publication .       Data sharing statement:  Datasets analyzed during the current study are available from the corresponding author on reasonable request .       Plagiarism check:  Checked twice by iThenticate .       Peer review:  Externally peer reviewed .       Open peer reviewer:  Zachary Campagna Janatpour, Uniformed Services University of the Health Sciences Pharmacology, USA .        Funding:   This work was supported by the National Natural Science Foundation of China, Nos. 11672332, 11932013 (both to XYC); the National Key Research and Development Plan of China, No. 2016YFC1101500 (to HTS); the Key Science and Technology Support Foundation of Tianjin of China, No. 17YFZCSY00620 (to HTS) .    ",['Ethics Committee of'],1,"['This study was approved by the Institutional Ethics Committee of Characteristic Medical Center of Chinese People’s Armed Police Force, China (approval No. 2017-0007.2) on February 10, 2019 .']","[[the Institutional Ethics Committee of Characteristic Medical Center of Chinese People’s Armed Police Force, China]]","[['ORG', 'GPE']]","[[27, 135]]","[[133, 140]]",[['Ethics Committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8225633\sections\1_body\3_methods\1_cell_culture\1_p.xml,"Human bone marrow-derived MSCs (passage 2) were acquired from PromoCell (Germany) and RIKEN BRC (Japan). In this study, we utilized several lines obtained from 5 different donors (PromoCell: C-12974; RIKEN RBC: MSC-R37, MSC-R43, MSC-R44, and MSC-R50.). The cells were maintained in the basal medium which is low glucose-Dulbecco’s Modified Eagle Medium (Gibco, USA) supplemented with 10% fetal bovine serum (Gibco, USA) and 1% antibiotic–antimycotic (Gibco, USA) solution in a humidified incubator at 37℃ under 5% CO  2  condition. We carried out the cell passaging every 2–3 days when the cell confluency became 80–90%. For experiments, the cells from passage 4 up to 12 were used. To prepare an osteogenic induction (OI) medium, we utilized high glucose-Dulbecco’s Modified Eagle Medium (Gibco, USA) containing 50 μM ascorbic acid (Wako, Japan), 10 mM β-glycerophosphate (Sigma, USA), and 100 nM dexamethasone (Nacalai Tesque, Japan). To prepare for 2D monolayer samples, 200,000 cells were subcultured on a 35 mm diameter culture dish to become confluent after 2-day incubation. This study was approved by the Ethics Committee of Institute for Frontier Life and Medical Sciences, Kyoto University (Clinical Protocol No. 89).",['Ethics Committee of'],1,"['This study was approved by the Ethics Committee of Institute for Frontier Life and Medical Sciences, Kyoto University (Clinical Protocol']","[[the Ethics Committee of Institute for Frontier Life and Medical Sciences, Kyoto University (]]","[['ORG', 'ORG']]","[[27, 101]]","[[99, 119]]",[['Ethics Committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8226229\sections\1_body\1_materials_and_methods\12_quantitative_real‐time_po\1_p.xml,"The primary HNSCC tissues and adjacent normal oral epithelial tissues were obtained from 35 HNSCC patients who received radical surgery in the Stomatology Hospital of Nanjing Medical University from January 2019 to June 2020. Frozen tumors and matched normal specimens were confirmed by two independent pathologists. Patients who received chemotherapy, radiotherapy, or any other medical intervention were excluded. Tissue specimens were stored in the −80°C freezer. The study was approved by the institutional review board of Nanjing Medical University.",['institutional review board of'],1,['The study was approved by the institutional review board of Nanjing Medical University.'],[[Nanjing Medical University]],[['ORG']],[[60]],[[86]],[['institutional review board of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8226229\sections\1_body\1_materials_and_methods\1_study_subjects\1_p.xml,"Some 44 newly diagnosed head and neck squamous cell carcinoma (HNSCC) patients without any treatment before the operation were enrolled from the Stomatology Hospital of Nanjing Medical University (Nanjing head and neck cancer cohort, NJHNCC). Surgically resected tumors and adjacent normal oral epithelial tissues were obtained from these patients. Clinical information was obtained through medical records while demographic information including age, gender, smoking, alcohol and Betel nut chewing history was collected from each patient using a standard questionnaire. Frozen tumors and matched normal specimens were confirmed by two independent pathologists. Samples were frozen in liquid nitrogen. HNSCC tissues with the malignant cell purity of over 70% were selected for RNA extraction and sequencing. The study was approved by the institutional review board of Nanjing Medical University. Clinical and demographic information is provided in    Table 1  .",['institutional review board of'],1,['The study was approved by the institutional review board of Nanjing Medical University.'],[[Nanjing Medical University]],[['ORG']],[[60]],[[86]],[['institutional review board of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8226229\sections\1_body\5_ethics_statement\1_p.xml,The study was approved by the Institutional Review Board of Nanjing Medical University. The patients/participants provided their written informed consent to participate in this study.,['Institutional Review Board of'],1,['The study was approved by the Institutional Review Board of Nanjing Medical University.'],[[the Institutional Review Board of Nanjing Medical University]],[['ORG']],[[26]],[[86]],[['Institutional Review Board of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8226482\sections\1_body\1_2__materials_and_methods\3_2_3__neural_stem_progenit\1_p.xml,"Neural stem/progenitor cells (NSPCs) were prepared using a previously reported method [  39 ,  40 ]. The Animal Care and Use Committee of Dankook University approved all the animal care and experimental procedures (Approval No. 18-032). Briefly, the telencephalons were isolated from the Embryonic day 14.5 Sprague-Dawley rats. The tissue was washed twice with 3 mL Hank’s balanced salt solution (HBSS) (WELGENE, Gyeongsan-si, Korea, LB 003-02) and complete growth media, respectively. A single cell suspension was dissociated in the growth media by using only one 1 mL pipette tip. After being set down for 1 min, the suspension was filtered with a 40 µm filter. The amount of 5 × 10  5  rNSPCs was seeded into a 6 cm low-attachment culture dish and incubated in a 37 °C, 5% CO  2 , and 100% humidity incubator. Every 2 days, half of the media was replaced with a fresh one. Cells were passaged once a week when the neurospheres were larger than 200 µm in diameter. For consistency, cells between passage 2 and 5 were used in this study.",['Animal Care and Use Committee of'],1,['The Animal Care and Use Committee of Dankook University approved all the animal care and experimental procedures (Approval No. 18-032).'],[[Dankook University]],[['ORG']],[[37]],[[55]],[['Animal Care and Use Committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8229115\sections\2_back\3_notes.xml, Institutional Review Board Statement  This study was approved by the Ethical Committee of the Hungarian Medical Research Council (49849-3/2016/EKU). ,['Ethical Committee of'],1,['This study was approved by the Ethical Committee of the Hungarian Medical Research Council (49849-3/2016/EKU).'],"[[the Ethical Committee, the Hungarian Medical Research Council, EKU]]","[['ORG', 'ORG', 'ORG']]","[[27, 52, 105]]","[[48, 90, 108]]",[['Ethical Committee of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8229613\sections\1_body\1_2__materials_and_methods\1_2_1__primary_cell_culture\1_p.xml,"Non-decayed human 3rd molars that had been impacted in the mandible were extracted from 5 adults (18–28 years of age) with informed consent at the Seoul National University Dental Hospital, Seoul, South Korea. The experimental protocol was approved by the Institutional Review Board of the hospital (IRB No. 05004). The PDL was gently separated from the root of the extracted 3rd molars, and the separated tissues were digested in a solution of 3 mg/mL collagenase type I (Worthington Biochem, Freehold, NJ, USA) and 4 mg/mL dispase (Boehringer, Mannheim, Germany) for 1 h at 37 °C. Single-cell suspensions were collected by passing the cells through a 40 mm strainer (Falcon BD Labware, Franklin Lakes, NJ, USA) and were cultured in the alpha-modification of Eagle’s medium (α-MEM; Gibco BRL, Grand Island, NY, USA) supplemented with 10% fetal bovine serum (Gibco BRL), 100 mM ascorbic acid 2-phosphate (Sigma-Aldrich, St. Louis, MO, USA), 2 mM glutamine, 100 U/mL penicillin, and 100 mg/mL streptomycin (Biofluids, Rockville, MD, USA). The medium was changed after the first 24 h and then every 3 d. A total of 3 colonies of hPDLSCs were randomly picked, and the cellular pool of these colonies was used for in vitro proliferation, differentiation studies, and animal experiments. All primary cells used in this study were in cell passage stages 2 or 3. ",['Institutional Review Board of'],1,['The experimental protocol was approved by the Institutional Review Board of the hospital (IRB No. 05004).'],"[[the Institutional Review Board, IRB No]]","[['ORG', 'ORG']]","[[42, 90]]","[[72, 96]]",[['Institutional Review Board of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8229613\sections\2_back\3_notes.xml," Institutional Review Board Statement  The study was conducted according to the guidelines of the Declaration of Helsinki, and approved by the Institutional Review Board of Seoul National University Dental Hospital (IRB No.05004) on 1 March 2017. The study protocol was designed according to the ARRIVE guideline and was approved by the Ethics Committee on Animal Experimentation of Chung-Ang University (2018-00091) on 3 August 2018. ",['Institutional Review Board of'],1,"['The study was conducted according to the guidelines of the Declaration of Helsinki, and approved by the Institutional Review Board of Seoul National University Dental Hospital (IRB No.05004) on 1 March 2017.']","[[the Institutional Review Board of Seoul National University Dental Hospital, IRB No.05004]]","[['ORG', 'ORG']]","[[100, 177]]","[[175, 189]]",[['Institutional Review Board of']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8229788\sections\1_body\1_2__materials_and_methods\14_2_14__ethical_approval\1_p.xml,This study was approved by the Institutional Animal Care and Use Committee of the Institute of Cytology RAS (Assurance Identification number F18-00380).,"['Institutional Animal Care and Use Committee of', 'Animal Care and Use Committee of']",2,['This study was approved by the Institutional Animal Care and Use Committee of the Institute of Cytology RAS (Assurance Identification number F18-00380).'],"[[the Institutional Animal Care and Use Committee of the Institute of Cytology RAS, Assurance Identification]]","[['ORG', 'ORG']]","[[27, 109]]","[[107, 133]]","[['Institutional Animal Care and Use Committee of', 'Animal Care and Use Committee of']]"
