,parsed,has_terms,weight,sentences,entities,labels,position_start,position_end,sentence_has_terms
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5590063\sections\2_back\0_ack.xml," Acknowledgments  The authors would like to thank the Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq; 472546/2012-0), the Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES), the Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco (FACEPE; APQ-0318-2.08/13) and the Brazilian Ministry for Science, Technology and Innovation (MCTI; 01200.003711/2011-11) for research grants. They are also grateful to the NANOBIOTEC research network CAPES for financial support. ","['Acknowledgments', 'authors would like', 'grateful', 'financial support']",4,"['Acknowledgments', 'The authors would like to thank the Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq; 472546/2012-0), the Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES), the Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco (FACEPE; APQ-0318-2.08/13) and the Brazilian Ministry for Science, Technology and Innovation (MCTI; 01200.003711/2011-11) for research grants.', 'They are also grateful to the NANOBIOTEC research network CAPES for financial support.']","[[], [Tecnológico, the Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES, the Fundação de Amparo, Tecnologia, FACEPE, APQ-0318-2.08/13, the Brazilian Ministry for Science, Technology, Innovation (MCTI], [NANOBIOTEC]]","[[], ['GPE', 'ORG', 'ORG', 'GPE', 'ORG', 'ORG', 'ORG', 'ORG'], ['ORG']]","[[], [86, 121, 194, 229, 265, 273, 295, 346], [30]]","[[], [97, 191, 216, 239, 271, 289, 341, 362], [40]]","[['Acknowledgments'], ['authors would like'], ['grateful', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5590065\sections\2_back\0_ack.xml," Acknowledgments  The GC-MS analysis was facilitated by funding through the ICCBS-TWAS Post-Doctoral Fellowship awarded to Emmanuel Essien and utilized at the H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan. ","['Acknowledgments', 'Fellowship']",2,"['Acknowledgments', 'The GC-MS analysis was facilitated by funding through the ICCBS-TWAS Post-Doctoral Fellowship awarded to Emmanuel Essien and utilized at the H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan.']","[[], [the H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences, ICCBS, University of Karachi, Karachi, Pakistan]]","[[], ['ORG', 'ORG', 'ORG', 'ORG', 'GPE', 'GPE']]","[[], [137, 181, 240, 248, 271, 280]]","[[], [179, 238, 245, 269, 278, 288]]","[['Acknowledgments'], ['Fellowship']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5590066\sections\2_back\0_ack.xml," Acknowledgments  This study was performed in the framework of bilateral French-Lithuanian program “Gilibert” (grant n°19981WG/2009/2010), supported by Research Council of Lithuania (grant no. TAP-47/2010 and TAP-11/2010) and the French Research Minister. ",['Acknowledgments'],1,['Acknowledgments'],[[]],[[]],[[]],[[]],[['Acknowledgments']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5590067\sections\2_back\0_ack.xml, Acknowledgments  The authors wish to thank to Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP) (2016/24985-4) and Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) for providing financial support to this study. FBS and NOdS obtained a fellowship from Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES). PS received a scientific research award from CNPq. ,"['Acknowledgments', 'for providing', 'financial support', 'fellowship']",4,"['Acknowledgments', 'The authors wish to thank to Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP) (2016/24985-4) and Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) for providing financial support to this study.', 'FBS and NOdS obtained a fellowship from Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES).']","[[], [Fundação de Amparo, Tecnológico], [FBS, Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES]]","[[], ['ORG', 'GPE'], ['ORG', 'ORG']]","[[], [29, 160], [0, 40]]","[[], [47, 171], [3, 106]]","[['Acknowledgments'], ['for providing', 'financial support'], ['fellowship']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5590070\sections\2_back\0_ack.xml, Acknowledgments  The authors are grateful to Catherine Dussault and Karl Girard-Lalancette for their help with biological assays and Laboratoire PhytoChemia for advice regarding gas chromatography-flame ionization detection (GC-FID) system. We also thank Mammoud Rouhabia (Laval University) for providing    HaCaT  cells used in this study. This work was supported by funds from the    Fonds de Recherche Nature et Technologies.  ,"['Acknowledgments', 'grateful', 'also thank', 'for providing', 'funds']",5,"['Acknowledgments', 'The authors are grateful to Catherine Dussault and Karl Girard-Lalancette for their help with biological assays and Laboratoire PhytoChemia for advice regarding gas chromatography-flame ionization detection (GC-FID) system.', 'We also thank Mammoud Rouhabia (Laval University) for providing    HaCaT  cells used in this study.', 'This work was supported by funds from the    Fonds de Recherche Nature et Technologies.']","[[], [], [Laval University], [the    Fonds de Recherche Nature et Technologies]]","[[], [], ['ORG'], ['ORG']]","[[], [], [32], [38]]","[[], [], [48], [86]]","[['Acknowledgments'], ['grateful'], ['also thank', 'for providing'], ['funds']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5597067\sections\2_back\0_ack.xml, Acknowledgments  This work was financially supported by Science and Technology Key Project (No. 2013C02032) and Public Technical Project (No. 2012C22084) of Zhejiang province in China. We thank Professor Joyce Kelly for her assistance with GC-MS measurements. ,"['Acknowledgments', 'financially supported', 'We thank']",3,"['Acknowledgments', 'This work was financially supported by Science and Technology Key Project (No. 2013C02032) and Public Technical Project (No. 2012C22084) of Zhejiang province in China.', 'We thank Professor Joyce Kelly for her assistance with GC-MS measurements.']","[[], [Science and Technology Key Project, Public Technical Project, Zhejiang province, China], [GC]]","[[], ['ORG', 'ORG', 'GPE', 'GPE'], ['GPE']]","[[], [39, 95, 140, 161], [55]]","[[], [73, 119, 157, 166], [57]]","[['Acknowledgments'], ['financially supported'], ['We thank']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5602041\sections\2_back\0_ack.xml," Acknowledgements  We are grateful to Sida SRL, who supported the chemical analyses and travel to Egypt for both H.R. El-Seedi and A.-K. Borg-Karlson; to HEC Pakistan for financial support to M. Azeem, to EU Mobilitas MTT2 “Chemical ecology” for support to A-.K. Borg-Karlson, to UM, Malaysia for support to H.R. El-Seedi and the Alexander von Humboldt foundation, Germany to M. A. Farag for support his laboratory. M. F. AlAjmi is very grateful to the generous support provided by deanship of research, King Saud University under research group number RGP-150. ","['grateful', 'financial support', 'grateful', 'support provided']",4,"['We are grateful to Sida SRL, who supported the chemical analyses and travel to Egypt for both H.R. El-Seedi and A.-K. Borg-Karlson; to HEC Pakistan for financial support to M. Azeem, to EU Mobilitas MTT2 “Chemical ecology” for support to A-.K.', 'M. F. AlAjmi is very grateful to the generous support provided by deanship of research, King Saud University under research group number RGP-150.']","[[Egypt, H.R. El-Seedi, Borg-Karlson, HEC Pakistan, EU], [King Saud University]]","[['GPE', 'ORG', 'ORG', 'ORG', 'ORG'], ['ORG']]","[[79, 94, 118, 135, 186], [88]]","[[84, 107, 130, 147, 188], [108]]","[['grateful', 'financial support'], ['grateful', 'support provided']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5603114\sections\2_back\0_ack.xml," Acknowledgments  The authors would like to thank CNPq and UFPI for the financial support and LAGO-UFPI for the chromatographic analyses, as well as Boris Timah and Lorenna Fonseca for grammatical revision. ","['Acknowledgments', 'authors would like', 'financial support']",3,"['Acknowledgments', 'The authors would like to thank CNPq and UFPI for the financial support and LAGO-UFPI for the chromatographic analyses, as well as Boris Timah and Lorenna Fonseca for grammatical revision.']","[[], [UFPI, LAGO-UFPI]]","[[], ['ORG', 'ORG']]","[[], [41, 76]]","[[], [45, 85]]","[['Acknowledgments'], ['authors would like', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5615139\sections\2_back\8_ack.xml, Acknowledgements  IAO is grateful to Obafemi Awolowo University for study leave and Walter Sisulu University for post-doctoral fellowship. ,"['grateful', 'fellowship']",2,['Acknowledgements  IAO is grateful to Obafemi Awolowo University for study leave and Walter Sisulu University for post-doctoral fellowship.'],"[[IAO, Obafemi Awolowo University, Walter Sisulu University]]","[['ORG', 'ORG', 'ORG']]","[[18, 37, 84]]","[[21, 63, 108]]","[['grateful', 'fellowship']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5622390\sections\2_back\0_ack.xml," Acknowledgments  The authors wish to thank Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq, Proc. N. 309762/2012-0 and 164913/2013-0) and Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP, Proc. N. 2014/15299-4 and 2014/17561-8) for financial support and scholarships.  ","['Acknowledgments', 'financial support']",2,"['Acknowledgments', 'N. 2014/15299-4 and 2014/17561-8) for financial support and scholarships.']","[[], []]","[[], []]","[[], []]","[[], []]","[['Acknowledgments'], ['financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5622401\sections\2_back\0_ack.xml, Acknowledgment  We are grateful to Guy Erlich for providing the commercial sample of    C. gileadensis  essential oil.  ,"['grateful', 'for providing']",2,['We are grateful to Guy Erlich for providing the commercial sample of    C. gileadensis  essential oil.'],[[]],[[]],[[]],[[]],"[['grateful', 'for providing']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5625792\sections\2_back\1_ack.xml," Acknowledgements  This work was supported by a grant provided by the Tunisian Ministry of Higher Education and Scientific Research. We are grateful to Dr. R. Abdelhadi for her help in statistical analysis.   Funding  This work received financial support from Tunisian Ministry of Higher Education and Scientific Research.    Availability of data and materials  All data generated or analysed during this study are included in this published article.    Authors’ contributions  MJ and JEM designed the experiments, analysed the data and drafted the manuscript. SA and SM conceived research and approaches and have given final approval of the manuscript to be published. All authors read and approved the final manuscript.  ","['grateful', 'financial support']",2,"['We are grateful to Dr. R. Abdelhadi for her help in statistical analysis.', 'This work received financial support from Tunisian Ministry of Higher Education and Scientific Research.']","[[], [Tunisian Ministry of Higher Education and, Scientific Research]]","[[], ['ORG', 'ORG']]","[[], [42, 84]]","[[], [83, 103]]","[['grateful'], ['financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5641611\sections\2_back\0_ack.xml," Acknowledgements  One of the authors (SIM) acknowledges the fellowship from UGC, New Delhi under its MANF (Maulana Azad National Fellowship for Minorities) scheme. Financial support from UGC, New Delhi and DST, New Delhi for strengthening the research facilities in the School under the SAP-DRS and FIST programmes, respectively are gratefully acknowledged. The authors declare that there is no conflict of interests. ","['fellowship', 'Fellowship', 'Financial support']",3,"['Acknowledgements  One of the authors (SIM) acknowledges the fellowship from UGC, New Delhi under its MANF (Maulana Azad National Fellowship for Minorities) scheme.', 'Financial support from UGC, New Delhi and DST, New Delhi for strengthening the research facilities in the School under the SAP-DRS and FIST programmes, respectively are gratefully acknowledged.']","[[SIM, UGC, New Delhi, MANF], [UGC, New Delhi, DST, New Delhi, School]]","[['ORG', 'ORG', 'GPE', 'ORG'], ['ORG', 'GPE', 'ORG', 'GPE', 'ORG']]","[[38, 76, 81, 101], [23, 28, 42, 47, 106]]","[[41, 79, 90, 105], [26, 37, 45, 56, 112]]","[['fellowship', 'Fellowship'], ['Financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5651092\sections\2_back\0_ack.xml," Acknowledgments  The authors are grateful to FAPERJ, CNPq FOPESQ–UFF for financial support to the present work. ","['Acknowledgments', 'grateful', 'financial support']",3,"['Acknowledgments', 'The authors are grateful to FAPERJ, CNPq FOPESQ–UFF for financial support to the present work.']","[[], [FAPERJ, UFF]]","[[], ['ORG', 'ORG']]","[[], [28, 48]]","[[], [34, 51]]","[['Acknowledgments'], ['grateful', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5653886\sections\2_back\0_ack.xml, Acknowledgments  The authors would like to thank Dean of research of Urmia University for the financial support of the present study. ,"['Acknowledgments', 'authors would like', 'financial support']",3,"['Acknowledgments', 'The authors would like to thank Dean of research of Urmia University for the financial support of the present study.']","[[], [Urmia University]]","[[], ['ORG']]","[[], [52]]","[[], [68]]","[['Acknowledgments'], ['authors would like', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5660901\sections\2_back\0_ack.xml," Acknowledgments  On this occasion, thank you to: (1) Directorate General of Higher Education that has funded this research; (2) Group Researchers and Entrepreneurial Agroindustry Atsiri (GUREAA) that gave a shelter for the research activities in essential oil. ",['Acknowledgments'],1,['Acknowledgments'],[[]],[[]],[[]],[[]],[['Acknowledgments']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5661929\sections\2_back\1_ack.xml," Acknowledgements  The authors express their gratitude to the Ministry of Higher Education and Scientific Research of Tunisia. The authors dedicate this manuscript to the memory of Prof. Imen Said, who passed away on August 2016, for providing constant support to the characterization of plant essential oils using HS-SPME.   Funding  This work received financial support from Tunisian Ministry of Higher Education and Scientific Research (Grant No. 11/TM06).    Availability of data and materials  All data generated or analysed during this study are included in this published article.  ","['authors express', 'for providing', 'providing constant support', 'financial support']",4,"['The authors express their gratitude to the Ministry of Higher Education and Scientific Research of Tunisia.', 'The authors dedicate this manuscript to the memory of Prof. Imen Said, who passed away on August 2016, for providing constant support to the characterization of plant essential oils using HS-SPME.', 'This work received financial support from Tunisian Ministry of Higher Education and Scientific Research (Grant No.']","[[the Ministry of Higher Education and, Scientific Research of Tunisia], [HS-SPME], [Tunisian Ministry of Higher Education and, Scientific Research]]","[['ORG', 'ORG'], ['ORG'], ['ORG', 'ORG']]","[[39, 76], [188], [42, 84]]","[[75, 106], [195], [83, 103]]","[['authors express'], ['for providing', 'providing constant support'], ['financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5668225\sections\2_back\0_ack.xml," Authors’ contributions  AL performed research and drafted the manuscript, VL performed the research, ELB, IS and DT analyzed the data results, MLDG and ER participated in writing and editing results, GS and ALiguori proposed the subject and designed the research. All authors read and approved the final manuscript.   Acknowledgements  Vanessa Leotta thanks Regione Calabria for awarding a fellowship.    Competing interests  The authors declare that they have no competing interests.    Availability of data and materials  Not applicable.    Consent for publication  Not applicable.    Ethics approval and consent to participate  Not applicable.    Funding  Calabria Region (PSR, Misura 1.2.4, 2013).    Publisher’s Note  Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.  ",['fellowship'],1,['Acknowledgements  Vanessa Leotta thanks Regione Calabria for awarding a fellowship.'],[[Regione Calabria]],[['ORG']],[[40]],[[56]],[['fellowship']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5669080\sections\1_body\4_conclusion\2_financial_support_and_spo\0_title.xml,Financial support and sponsorship,['Financial support'],1,['Financial support and sponsorship'],[[]],[[]],[[]],[[]],[['Financial support']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5669111\sections\1_body\4_conclusion\2_financial_support_and_spo\0_title.xml,Financial support and sponsorship,['Financial support'],1,['Financial support and sponsorship'],[[]],[[]],[[]],[[]],[['Financial support']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5684592\sections\2_back\0_ack.xml," Acknowledgments  This work was supported by the Award Fund of    Beijing University of Chinese Medicine  and    ENN Group  (Anti-Fatigue Mechanism of Traditional Chinese Medicine Essential Oil Mixture, 2016-XAJLJJ-007); Key Subject Project of    Beijing University of Chinese Medicine  (Traditional Chinese Medicine of Navigation, 522/0100604054); Science and Technology Department of    Tibet Autonomous Region  (2015XZOIG63).  ","['Acknowledgments', 'Fund']",2,"['Acknowledgments', 'This work was supported by the Award Fund of    Beijing University of Chinese Medicine  and    ENN Group  (Anti-Fatigue Mechanism of Traditional Chinese Medicine Essential Oil Mixture, 2016-XAJLJJ-007); Key Subject Project of    Beijing University of Chinese Medicine  (Traditional Chinese Medicine of Navigation, 522/0100604054); Science and Technology Department of    Tibet Autonomous Region  (2015XZOIG63).']","[[], [the Award Fund, Beijing University of Chinese Medicine, ENN Group, Anti-Fatigue Mechanism of Traditional Chinese Medicine Essential Oil Mixture, Key Subject Project of, Beijing University of Chinese Medicine, Traditional Chinese Medicine of Navigation, Science and Technology Department, Tibet Autonomous Region]]","[[], ['ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'GPE']]","[[], [27, 48, 95, 107, 203, 229, 270, 331, 371]]","[[], [41, 86, 104, 183, 225, 267, 312, 364, 394]]","[['Acknowledgments'], ['Fund']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5694611\sections\2_back\0_ack.xml, Acknowledgments  The authors acknowledge the assistance of the technicians Mohamad Arar and Linda Esa and they acknowledge An-Najah National University and Birzeit University for their support. ,"['Acknowledgments', 'authors acknowledge', 'acknowledge', 'acknowledge']",4,"['Acknowledgments', 'The authors acknowledge the assistance of the technicians Mohamad Arar and Linda Esa and they acknowledge An-Najah National University and Birzeit University for their support.']","[[], [An-Najah National University and Birzeit University]]","[[], ['ORG']]","[[], [106]]","[[], [157]]","[['Acknowledgments'], ['authors acknowledge', 'acknowledge', 'acknowledge']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5694991\sections\2_back\0_ack.xml," Acknowledgments  The authors gratefully acknowledge the support provided for this survey by the Biotechnology Development Council of the Islamic Republic of Iran (Grant no. 950503). The authors also would like to thank Dr. Pasquale Chiaiese, Lab Specialist of the Department of Agricultural Sciences, University of Naples Federico II, and Ms. Maryam Salehi, Ph. D. student of Plant Breeding Department, Faculty of Agriculture, Tarbiat Modares University, Tehran, for their helpful assistance and comments during the experiment. ","['Acknowledgments', 'authors gratefully acknowledge', 'acknowledge', 'support provided']",4,"['Acknowledgments', 'The authors gratefully acknowledge the support provided for this survey by the Biotechnology Development Council of the Islamic Republic of Iran (Grant no. 950503).']","[[], [the Biotechnology Development Council of the Islamic Republic of Iran]]","[[], ['ORG']]","[[], [75]]","[[], [144]]","[['Acknowledgments'], ['authors gratefully acknowledge', 'acknowledge', 'support provided']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5699893\sections\2_back\1_ack.xml, Acknowledgement  The authors thank Dr. Damani Bryant for technical advice regarding cell culture. ,['authors thank'],1,['The authors thank Dr. Damani Bryant for technical advice regarding cell culture.'],[[]],[[]],[[]],[[]],[['authors thank']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5702920\sections\2_back\0_ack.xml," Acknowledgments  This work was supported by EMBRAPA, UFRJ, FAPERJ, and CNPq (Process No. 453893/2014-7). ",['Acknowledgments'],1,['Acknowledgments'],[[]],[[]],[[]],[[]],[['Acknowledgments']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5717781\sections\1_body\8_conclusion\2_financial_support_and_spo\0_title.xml,Financial support and sponsorship,['Financial support'],1,['Financial support and sponsorship'],[[]],[[]],[[]],[[]],[['Financial support']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5717781\sections\1_body\8_conclusion\2_financial_support_and_spo\1_p.xml,"This work was supported by Shahrekord University of Medical Sciences. The authors thank the Research Council of Shahrekord University of Medical Sciences and Shahrekord University, Iran for all supports provided.",['authors thank'],1,"['The authors thank the Research Council of Shahrekord University of Medical Sciences and Shahrekord University, Iran for all supports provided.']","[[the Research Council of Shahrekord University of Medical Sciences and, Shahrekord University, Iran]]","[['ORG', 'ORG', 'GPE']]","[[18, 88, 111]]","[[87, 109, 115]]",[['authors thank']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5725564\sections\2_back\0_ack.xml," ACKNOWLEDGEMENTS  Authors are grateful to Mr. Akeem A. Bello of Multi-Environmental Management Consultants Limited, Lagos, Nigeria for fatty acid, phospholipid and phytosterol analyses. Messers Nwunuji Baba and Godfrey S. Ngantem who are the Technologists in the Chemistry Laboratory of Federal University Wukari, Nigeria are also appreciated for their technical assistance. ","['grateful', 'appreciated', 'technical assistance']",3,"['Authors are grateful to Mr. Akeem A. Bello of Multi-Environmental Management Consultants Limited, Lagos, Nigeria for fatty acid, phospholipid and phytosterol analyses.', 'Messers Nwunuji Baba and Godfrey S. Ngantem who are the Technologists in the Chemistry Laboratory of Federal University Wukari, Nigeria are also appreciated for their technical assistance.']","[[Multi-Environmental Management Consultants Limited, Lagos, Nigeria], [the Chemistry Laboratory of, Federal University, Wukari, Nigeria]]","[['ORG', 'GPE', 'GPE'], ['ORG', 'ORG', 'GPE', 'GPE']]","[[46, 98, 105], [73, 101, 120, 128]]","[[96, 103, 112], [100, 119, 126, 135]]","[['grateful'], ['appreciated', 'technical assistance']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5735349\sections\2_back\0_ref-list\9_ref.xml, 10     Fonseca  DV    Salgado  PR    de Carvalho  FL    Salvadori  MG    Penha  AR    Leite  FC     Nerolidol exhibits antinociceptive and anti-inflammatory activity: involvement of the GABAergic system and proinflammatory cytokines  Fund Clin Pharmacol  2016  30  14  22  ,['Fund'],1,['Fund Clin Pharmacol  2016  30  14  22'],[[]],[[]],[[]],[[]],[['Fund']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5746745\sections\1_body\0_1__introduction\4_p.xml,"Generally, it is assumed that the MVA pathway is responsible for providing precursors for the synthesis of sesquiterpenes and triterpenes, while the MEP pathway donates precursors for monoterpenes, diterpenes and tetraterpenes [  17 ]. Although both pathways are thought to operate independently under normal conditions, interactions between them have been repeatedly reported [  18 ]. Thus, experiments with labelled products and/or treatments with specific inhibitors (mevinoline and fosmidomycin that respectively block the MVA and MEP pathways) illustrate that the compartmental division between the two pathways is not complete since common metabolites from both pathways can be exchanged, in both directions, through the plastidial membrane [  11 ,  19 ,  20 ]. Therefore, the relative contribution of the MVA and MEP pathways for the biosynthesis of plant terpenes and the factors controlling this distribution especially under physiological conditions of growing plants remain uncertain for each plant species. It is still assumed, however, that monoterpenes are primarily synthesized in the plastids via the MEP pathway-derived IPP and DMAPP [  21 ].",['for providing'],1,"['Generally, it is assumed that the MVA pathway is responsible for providing precursors for the synthesis of sesquiterpenes and triterpenes, while the MEP pathway donates precursors for monoterpenes, diterpenes and tetraterpenes [  17 ].']","[[MVA, MEP]]","[['ORG', 'ORG']]","[[34, 149]]","[[37, 152]]",[['for providing']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5746745\sections\2_back\0_ack.xml, Acknowledgments  This work has been funded by the Valencia Regional Government (Generalitat Valenciana): PROMETEOII/2014/052; and the Spanish Ministerio de Educación y Cultura (AP2007-04606): FPU fellowship to I.M.-P. ,"['Acknowledgments', 'fellowship']",2,"['Acknowledgments', 'This work has been funded by the Valencia Regional Government (Generalitat Valenciana): PROMETEOII/2014/052; and the Spanish Ministerio de Educación y Cultura (AP2007-04606): FPU fellowship to I.M.-P.']","[[], [the Valencia Regional Government, the Spanish Ministerio de Educación]]","[[], ['ORG', 'ORG']]","[[], [29, 113]]","[[], [61, 148]]","[['Acknowledgments'], ['fellowship']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5747963\sections\2_back\0_ack.xml," Acknowledgments  Dr F Saporito wishes to thank ABOCA Società Agricola S.p.A. for supporting her PhD grant. The authors wish to thank Dr F Riva for performing the bromodeoxyuridine (BrdU) test and Dr M Boiocchi (Centro Grandi Strumenti, University of Pavia) for TEM images. ",['Acknowledgments'],1,['Acknowledgments'],[[]],[[]],[[]],[[]],[['Acknowledgments']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5748641\sections\2_back\0_ack.xml," Acknowledgments  We are very grateful to the Master Program in Applied Chemistry of the Universidad Técnica Particular de Loja, Ecuador, for financial support. ","['Acknowledgments', 'grateful', 'financial support']",3,"['Acknowledgments', 'We are very grateful to the Master Program in Applied Chemistry of the Universidad Técnica Particular de Loja, Ecuador, for financial support.']","[[], [the Master Program, Applied Chemistry, the Universidad Técnica Particular de Loja, Ecuador]]","[[], ['ORG', 'ORG', 'ORG', 'GPE']]","[[], [24, 46, 67, 111]]","[[], [42, 63, 109, 118]]","[['Acknowledgments'], ['grateful', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5748641\sections\2_back\1_notes.xml," Author Contributions  All of the authors listed in this work provided academic contributions to the development of this manuscript: James Calva, Gianluca Gilardoni, and José Vinicio Montesinos collected the plant material and performed the hydrodistillation; James Calva performed the chemical analyses and wrote the article; Gianluca Gilardoni supervised the experiments and interpreted analytical data; Nicole Bec, Christian Larroque, and Luis Cartuche conducted the biological activity tests; Carlo Bicchi furnished enantiomerically pure standards and gave technical support to chiral analysis. All the authors have revised and approved the manuscript. ",['technical support'],1,"['All of the authors listed in this work provided academic contributions to the development of this manuscript: James Calva, Gianluca Gilardoni, and José Vinicio Montesinos collected the plant material and performed the hydrodistillation; James Calva performed the chemical analyses and wrote the article; Gianluca Gilardoni supervised the experiments and interpreted analytical data; Nicole Bec, Christian Larroque, and Luis Cartuche conducted the biological activity tests; Carlo Bicchi furnished enantiomerically pure standards and gave technical support to chiral analysis.']",[[]],[[]],[[]],[[]],[['technical support']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5750594\sections\2_back\0_ack.xml, Acknowledgments  The authors thank Erin McClelland of Middle Tennessee State University for the providing    C. neoformans  cells.  ,"['Acknowledgments', 'authors thank']",2,"['Acknowledgments', 'The authors thank Erin McClelland of Middle Tennessee State University for the providing    C. neoformans  cells.']","[[], []]","[[], []]","[[], []]","[[], []]","[['Acknowledgments'], ['authors thank']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5750605\sections\2_back\0_ack.xml," Acknowledgments  The authors are thankful to the Science and Engineering Research Board (SERB), Department of Science and Technology (DST), New Delhi, Govt. of India for financial assistance. Thanks are due to D. S. Rawat, plant taxonomist, Department of Biological Science, GBPUAT Pantnagar for identifying the plant, while the Advanced Instrumentation Research Facility, Jawaharlal Nehru University, New Delhi is thankfully acknowledged for the gas chromatography/mass spectrometry analysis. ",['Acknowledgments'],1,['Acknowledgments'],[[]],[[]],[[]],[[]],[['Acknowledgments']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5750654\sections\2_back\0_ack.xml, Acknowledgments  The authors thank Exentiae s.r.l. for gifting rosemary essential oil. ,"['Acknowledgments', 'authors thank']",2,"['Acknowledgments', 'The authors thank Exentiae s.r.l. for gifting rosemary essential oil.']","[[], []]","[[], []]","[[], []]","[[], []]","[['Acknowledgments'], ['authors thank']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5778779\sections\2_back\1_ack.xml," The authors would like to extend their sincere appreciation to the Deanship of Scientific Research at king Saud University for its funding this Research group NO. (RG 1435-011).   Funding  The authors would like to extend their sincere appreciation to the Deanship of Scientific Research at king Saud University for its funding this Research Group NO. (RG 1435–011). This study was also supported by the Faculty of Agriculture, Alexandria University, Egypt.    Availability of data and materials  The datasets supporting the conclusions of this article are included within the article.  ","['authors would like', 'authors would like']",2,"['The authors would like to extend their sincere appreciation to the Deanship of Scientific Research at king Saud University for its funding this Research group', 'The authors would like to extend their sincere appreciation to the Deanship of Scientific Research at king Saud University for its funding this Research Group NO.']","[[Saud University], [Saud University, this Research Group NO]]","[['ORG'], ['ORG', 'ORG']]","[[107], [107, 139]]","[[122], [122, 161]]","[['authors would like'], ['authors would like']]"
